year;area;level2;level2_en;area_en;Level1;level1_en;value;numerator;denominator;type;name_numerator;name_denominator;Period
2013;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;107.6;325;309815;rate;number;inhabitants;2013-2017
2015;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;127.2;393;317000;rate;number;inhabitants;2013-2017
2016;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;111.5;349;320932;rate;number;inhabitants;2013-2017
2017;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;108.9;346;324463;rate;number;inhabitants;2013-2017
2014;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;134.5;410;313604;rate;number;inhabitants;2013-2017
2013;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;107.6;325;309815;rate;number;inhabitants;2013-2017
2015;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;127.2;393;317000;rate;number;inhabitants;2013-2017
2016;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;111.5;349;320932;rate;number;inhabitants;2013-2017
2017;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;108.9;346;324463;rate;number;inhabitants;2013-2017
2014;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;134.5;410;313604;rate;number;inhabitants;2013-2017
2013;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;107.6;325;309815;rate;number;inhabitants;2013-2017
2015;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;127.2;393;317000;rate;number;inhabitants;2013-2017
2016;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;111.5;349;320932;rate;number;inhabitants;2013-2017
2017;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;108.9;346;324463;rate;number;inhabitants;2013-2017
2014;6;3;Hallux valgus and hammer toe;St. Olavs;1;Day Surgery;134.5;410;313604;rate;number;inhabitants;2013-2017
2016;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;117.2;317;264248;rate;number;inhabitants;2013-2017
2014;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;105.7;282;261681;rate;number;inhabitants;2013-2017
2015;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;112.6;302;263254;rate;number;inhabitants;2013-2017
2013;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;109.4;289;259484;rate;number;inhabitants;2013-2017
2017;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;106;292;264817;rate;number;inhabitants;2013-2017
2016;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;117.2;317;264248;rate;number;inhabitants;2013-2017
2014;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;105.7;282;261681;rate;number;inhabitants;2013-2017
2015;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;112.6;302;263254;rate;number;inhabitants;2013-2017
2013;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;109.4;289;259484;rate;number;inhabitants;2013-2017
2017;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;106;292;264817;rate;number;inhabitants;2013-2017
2016;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;117.2;317;264248;rate;number;inhabitants;2013-2017
2014;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;105.7;282;261681;rate;number;inhabitants;2013-2017
2015;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;112.6;302;263254;rate;number;inhabitants;2013-2017
2013;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;109.4;289;259484;rate;number;inhabitants;2013-2017
2017;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;106;292;264817;rate;number;inhabitants;2013-2017
2016;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;117.2;317;264248;rate;number;inhabitants;2013-2017
2014;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;105.7;282;261681;rate;number;inhabitants;2013-2017
2015;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;112.6;302;263254;rate;number;inhabitants;2013-2017
2013;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;109.4;289;259484;rate;number;inhabitants;2013-2017
2017;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;106;292;264817;rate;number;inhabitants;2013-2017
2016;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;117.2;317;264248;rate;number;inhabitants;2013-2017
2014;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;105.7;282;261681;rate;number;inhabitants;2013-2017
2015;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;112.6;302;263254;rate;number;inhabitants;2013-2017
2013;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;109.4;289;259484;rate;number;inhabitants;2013-2017
2017;7;3;Hallux valgus and hammer toe;Møre og Romsdal;1;Day Surgery;106;292;264817;rate;number;inhabitants;2013-2017
2013;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.7;74;108965;rate;number;inhabitants;2013-2017
2014;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;73.9;83;109170;rate;number;inhabitants;2013-2017
2015;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.5;74;109530;rate;number;inhabitants;2013-2017
2017;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;79.1;92;110230;rate;number;inhabitants;2013-2017
2016;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;71.8;81;110266;rate;number;inhabitants;2013-2017
2013;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.7;74;108965;rate;number;inhabitants;2013-2017
2014;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;73.9;83;109170;rate;number;inhabitants;2013-2017
2015;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.5;74;109530;rate;number;inhabitants;2013-2017
2017;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;79.1;92;110230;rate;number;inhabitants;2013-2017
2016;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;71.8;81;110266;rate;number;inhabitants;2013-2017
2013;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.7;74;108965;rate;number;inhabitants;2013-2017
2014;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;73.9;83;109170;rate;number;inhabitants;2013-2017
2015;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.5;74;109530;rate;number;inhabitants;2013-2017
2017;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;79.1;92;110230;rate;number;inhabitants;2013-2017
2016;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;71.8;81;110266;rate;number;inhabitants;2013-2017
2013;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.7;74;108965;rate;number;inhabitants;2013-2017
2014;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;73.9;83;109170;rate;number;inhabitants;2013-2017
2015;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.5;74;109530;rate;number;inhabitants;2013-2017
2017;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;79.1;92;110230;rate;number;inhabitants;2013-2017
2016;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;71.8;81;110266;rate;number;inhabitants;2013-2017
2013;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.7;74;108965;rate;number;inhabitants;2013-2017
2014;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;73.9;83;109170;rate;number;inhabitants;2013-2017
2015;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;66.5;74;109530;rate;number;inhabitants;2013-2017
2017;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;79.1;92;110230;rate;number;inhabitants;2013-2017
2016;8;3;Hallux valgus and hammer toe;Førde;1;Day Surgery;71.8;81;110266;rate;number;inhabitants;2013-2017
2016;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;55.5;239;447837;rate;number;inhabitants;2013-2017
2013;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;99.2;410;434147;rate;number;inhabitants;2013-2017
2015;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;58.2;248;444677;rate;number;inhabitants;2013-2017
2014;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;79;331;439777;rate;number;inhabitants;2013-2017
2017;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;50.1;218;450597;rate;number;inhabitants;2013-2017
2016;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;55.5;239;447837;rate;number;inhabitants;2013-2017
2013;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;99.2;410;434147;rate;number;inhabitants;2013-2017
2015;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;58.2;248;444677;rate;number;inhabitants;2013-2017
2014;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;79;331;439777;rate;number;inhabitants;2013-2017
2017;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;50.1;218;450597;rate;number;inhabitants;2013-2017
2016;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;55.5;239;447837;rate;number;inhabitants;2013-2017
2013;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;99.2;410;434147;rate;number;inhabitants;2013-2017
2015;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;58.2;248;444677;rate;number;inhabitants;2013-2017
2014;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;79;331;439777;rate;number;inhabitants;2013-2017
2017;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;50.1;218;450597;rate;number;inhabitants;2013-2017
2016;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;55.5;239;447837;rate;number;inhabitants;2013-2017
2013;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;99.2;410;434147;rate;number;inhabitants;2013-2017
2015;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;58.2;248;444677;rate;number;inhabitants;2013-2017
2014;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;79;331;439777;rate;number;inhabitants;2013-2017
2017;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;50.1;218;450597;rate;number;inhabitants;2013-2017
2016;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;55.5;239;447837;rate;number;inhabitants;2013-2017
2013;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;99.2;410;434147;rate;number;inhabitants;2013-2017
2015;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;58.2;248;444677;rate;number;inhabitants;2013-2017
2014;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;79;331;439777;rate;number;inhabitants;2013-2017
2017;9;3;Hallux valgus and hammer toe;Bergen;1;Day Surgery;50.1;218;450597;rate;number;inhabitants;2013-2017
2016;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;75.1;135;181059;rate;number;inhabitants;2013-2017
2013;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;76.3;133;178086;rate;number;inhabitants;2013-2017
2015;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;95.8;171;180349;rate;number;inhabitants;2013-2017
2014;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;85;151;179521;rate;number;inhabitants;2013-2017
2017;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;81.7;148;180732;rate;number;inhabitants;2013-2017
2016;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;75.1;135;181059;rate;number;inhabitants;2013-2017
2013;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;76.3;133;178086;rate;number;inhabitants;2013-2017
2015;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;95.8;171;180349;rate;number;inhabitants;2013-2017
2014;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;85;151;179521;rate;number;inhabitants;2013-2017
2017;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;81.7;148;180732;rate;number;inhabitants;2013-2017
2016;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;75.1;135;181059;rate;number;inhabitants;2013-2017
2013;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;76.3;133;178086;rate;number;inhabitants;2013-2017
2015;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;95.8;171;180349;rate;number;inhabitants;2013-2017
2014;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;85;151;179521;rate;number;inhabitants;2013-2017
2017;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;81.7;148;180732;rate;number;inhabitants;2013-2017
2016;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;75.1;135;181059;rate;number;inhabitants;2013-2017
2013;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;76.3;133;178086;rate;number;inhabitants;2013-2017
2015;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;95.8;171;180349;rate;number;inhabitants;2013-2017
2014;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;85;151;179521;rate;number;inhabitants;2013-2017
2017;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;81.7;148;180732;rate;number;inhabitants;2013-2017
2016;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;75.1;135;181059;rate;number;inhabitants;2013-2017
2013;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;76.3;133;178086;rate;number;inhabitants;2013-2017
2015;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;95.8;171;180349;rate;number;inhabitants;2013-2017
2014;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;85;151;179521;rate;number;inhabitants;2013-2017
2017;10;3;Hallux valgus and hammer toe;Fonna;1;Day Surgery;81.7;148;180732;rate;number;inhabitants;2013-2017
2013;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;53.4;170;352638;rate;number;inhabitants;2013-2017
2016;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;63;215;363091;rate;number;inhabitants;2013-2017
2014;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.2;203;358361;rate;number;inhabitants;2013-2017
2015;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;81.6;265;361646;rate;number;inhabitants;2013-2017
2017;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.4;215;364736;rate;number;inhabitants;2013-2017
2013;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;53.4;170;352638;rate;number;inhabitants;2013-2017
2016;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;63;215;363091;rate;number;inhabitants;2013-2017
2014;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.2;203;358361;rate;number;inhabitants;2013-2017
2015;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;81.6;265;361646;rate;number;inhabitants;2013-2017
2017;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.4;215;364736;rate;number;inhabitants;2013-2017
2013;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;53.4;170;352638;rate;number;inhabitants;2013-2017
2016;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;63;215;363091;rate;number;inhabitants;2013-2017
2014;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.2;203;358361;rate;number;inhabitants;2013-2017
2015;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;81.6;265;361646;rate;number;inhabitants;2013-2017
2017;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.4;215;364736;rate;number;inhabitants;2013-2017
2013;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;53.4;170;352638;rate;number;inhabitants;2013-2017
2016;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;63;215;363091;rate;number;inhabitants;2013-2017
2014;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.2;203;358361;rate;number;inhabitants;2013-2017
2015;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;81.6;265;361646;rate;number;inhabitants;2013-2017
2017;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.4;215;364736;rate;number;inhabitants;2013-2017
2013;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;53.4;170;352638;rate;number;inhabitants;2013-2017
2016;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;63;215;363091;rate;number;inhabitants;2013-2017
2014;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.2;203;358361;rate;number;inhabitants;2013-2017
2015;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;81.6;265;361646;rate;number;inhabitants;2013-2017
2017;11;3;Hallux valgus and hammer toe;Stavanger;1;Day Surgery;62.4;215;364736;rate;number;inhabitants;2013-2017
2016;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;114.2;350;292208;rate;number;inhabitants;2013-2017
2014;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;113.6;337;286526;rate;number;inhabitants;2013-2017
2015;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;119.5;362;289195;rate;number;inhabitants;2013-2017
2017;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;116.6;363;294738;rate;number;inhabitants;2013-2017
2013;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;109.8;324;284290;rate;number;inhabitants;2013-2017
2016;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;114.2;350;292208;rate;number;inhabitants;2013-2017
2014;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;113.6;337;286526;rate;number;inhabitants;2013-2017
2015;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;119.5;362;289195;rate;number;inhabitants;2013-2017
2017;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;116.6;363;294738;rate;number;inhabitants;2013-2017
2013;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;109.8;324;284290;rate;number;inhabitants;2013-2017
2016;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;114.2;350;292208;rate;number;inhabitants;2013-2017
2014;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;113.6;337;286526;rate;number;inhabitants;2013-2017
2015;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;119.5;362;289195;rate;number;inhabitants;2013-2017
2017;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;116.6;363;294738;rate;number;inhabitants;2013-2017
2013;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;109.8;324;284290;rate;number;inhabitants;2013-2017
2016;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;114.2;350;292208;rate;number;inhabitants;2013-2017
2014;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;113.6;337;286526;rate;number;inhabitants;2013-2017
2015;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;119.5;362;289195;rate;number;inhabitants;2013-2017
2017;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;116.6;363;294738;rate;number;inhabitants;2013-2017
2013;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;109.8;324;284290;rate;number;inhabitants;2013-2017
2016;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;114.2;350;292208;rate;number;inhabitants;2013-2017
2014;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;113.6;337;286526;rate;number;inhabitants;2013-2017
2015;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;119.5;362;289195;rate;number;inhabitants;2013-2017
2017;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;116.6;363;294738;rate;number;inhabitants;2013-2017
2013;12;3;Hallux valgus and hammer toe;Østfold;1;Day Surgery;109.8;324;284290;rate;number;inhabitants;2013-2017
2016;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;100.7;501;508398;rate;number;inhabitants;2013-2017
2014;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;123;594;492627;rate;number;inhabitants;2013-2017
2015;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;117.7;574;500764;rate;number;inhabitants;2013-2017
2017;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;89.6;452;516380;rate;number;inhabitants;2013-2017
2013;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;125.9;596;486087;rate;number;inhabitants;2013-2017
2016;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;100.7;501;508398;rate;number;inhabitants;2013-2017
2014;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;123;594;492627;rate;number;inhabitants;2013-2017
2015;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;117.7;574;500764;rate;number;inhabitants;2013-2017
2017;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;89.6;452;516380;rate;number;inhabitants;2013-2017
2013;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;125.9;596;486087;rate;number;inhabitants;2013-2017
2016;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;100.7;501;508398;rate;number;inhabitants;2013-2017
2014;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;123;594;492627;rate;number;inhabitants;2013-2017
2015;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;117.7;574;500764;rate;number;inhabitants;2013-2017
2017;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;89.6;452;516380;rate;number;inhabitants;2013-2017
2013;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;125.9;596;486087;rate;number;inhabitants;2013-2017
2016;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;100.7;501;508398;rate;number;inhabitants;2013-2017
2014;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;123;594;492627;rate;number;inhabitants;2013-2017
2015;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;117.7;574;500764;rate;number;inhabitants;2013-2017
2017;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;89.6;452;516380;rate;number;inhabitants;2013-2017
2013;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;125.9;596;486087;rate;number;inhabitants;2013-2017
2016;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;100.7;501;508398;rate;number;inhabitants;2013-2017
2014;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;123;594;492627;rate;number;inhabitants;2013-2017
2015;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;117.7;574;500764;rate;number;inhabitants;2013-2017
2017;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;89.6;452;516380;rate;number;inhabitants;2013-2017
2013;13;3;Hallux valgus and hammer toe;Akershus;1;Day Surgery;125.9;596;486087;rate;number;inhabitants;2013-2017
2015;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99.3;244;265782;rate;number;inhabitants;2013-2017
2013;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;127.9;297;257808;rate;number;inhabitants;2013-2017
2014;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;93.2;225;263005;rate;number;inhabitants;2013-2017
2017;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;77.7;189;270681;rate;number;inhabitants;2013-2017
2016;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99;242;268544;rate;number;inhabitants;2013-2017
2015;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99.3;244;265782;rate;number;inhabitants;2013-2017
2013;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;127.9;297;257808;rate;number;inhabitants;2013-2017
2014;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;93.2;225;263005;rate;number;inhabitants;2013-2017
2017;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;77.7;189;270681;rate;number;inhabitants;2013-2017
2016;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99;242;268544;rate;number;inhabitants;2013-2017
2015;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99.3;244;265782;rate;number;inhabitants;2013-2017
2013;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;127.9;297;257808;rate;number;inhabitants;2013-2017
2014;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;93.2;225;263005;rate;number;inhabitants;2013-2017
2017;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;77.7;189;270681;rate;number;inhabitants;2013-2017
2016;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99;242;268544;rate;number;inhabitants;2013-2017
2015;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99.3;244;265782;rate;number;inhabitants;2013-2017
2013;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;127.9;297;257808;rate;number;inhabitants;2013-2017
2014;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;93.2;225;263005;rate;number;inhabitants;2013-2017
2017;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;77.7;189;270681;rate;number;inhabitants;2013-2017
2016;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99;242;268544;rate;number;inhabitants;2013-2017
2015;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99.3;244;265782;rate;number;inhabitants;2013-2017
2013;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;127.9;297;257808;rate;number;inhabitants;2013-2017
2014;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;93.2;225;263005;rate;number;inhabitants;2013-2017
2017;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;77.7;189;270681;rate;number;inhabitants;2013-2017
2016;14;3;Hallux valgus and hammer toe;OUS;1;Day Surgery;99;242;268544;rate;number;inhabitants;2013-2017
2016;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;93.1;104;149803;rate;number;inhabitants;2013-2017
2015;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;91.1;104;146160;rate;number;inhabitants;2013-2017
2013;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;82.3;90;137203;rate;number;inhabitants;2013-2017
2017;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;60.3;74;152704;rate;number;inhabitants;2013-2017
2014;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;102;107;141836;rate;number;inhabitants;2013-2017
2016;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;93.1;104;149803;rate;number;inhabitants;2013-2017
2015;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;91.1;104;146160;rate;number;inhabitants;2013-2017
2013;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;82.3;90;137203;rate;number;inhabitants;2013-2017
2017;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;60.3;74;152704;rate;number;inhabitants;2013-2017
2014;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;102;107;141836;rate;number;inhabitants;2013-2017
2016;15;3;Hallux valgus and hammer toe;Lovisenberg;1;Day Surgery;93.1;104;149803;rate;number;inhabitants;2013-2017
