area;level3;level3_name;area_name;level2;level2_name;level1;level1_name;value;denominator;numerator;type;denominator_name;numerator_name;period
12;15;More than 36.6 weeks (term infants);Fonna;4;Treatment days;2;Antibiotic treatment;139.2;11846;1649;rate;born;number;2009-2014
13;15;More than 36.6 weeks (term infants);Stavanger;4;Treatment days;2;Antibiotic treatment;184.1;27704;5100;rate;born;number;2009-2014
14;15;More than 36.6 weeks (term infants);Østfold;4;Treatment days;2;Antibiotic treatment;189.6;17078;3238;rate;born;number;2009-2014
15;15;More than 36.6 weeks (term infants);AHUS;4;Treatment days;2;Antibiotic treatment;133.7;32055;4286;rate;born;number;2009-2014
16;15;More than 36.6 weeks (term infants);OUS;4;Treatment days;2;Antibiotic treatment;131.9;49765;6563;rate;born;number;2009-2014
19;15;More than 36.6 weeks (term infants);Innlandet;4;Treatment days;2;Antibiotic treatment;130.4;20787;2710;rate;born;number;2009-2014
20;15;More than 36.6 weeks (term infants);Vestre Viken;4;Treatment days;2;Antibiotic treatment;141.6;28225;3997;rate;born;number;2009-2014
21;15;More than 36.6 weeks (term infants);Vestfold;4;Treatment days;2;Antibiotic treatment;156.2;12857;2008;rate;born;number;2009-2014
22;15;More than 36.6 weeks (term infants);Telemark;4;Treatment days;2;Antibiotic treatment;144.6;9527;1378;rate;born;number;2009-2014
23;15;More than 36.6 weeks (term infants);Sørlandet;4;Treatment days;2;Antibiotic treatment;173.4;19630;3404;rate;born;number;2009-2014
8888;15;More than 36.6 weeks (term infants);Norway;4;Treatment days;2;Antibiotic treatment;143.5;342249;49123;rate;born;number;2009-2014
2;16;All;UNN/Finnmark;4;Treatment days;2;Antibiotic treatment;233.2;17771;4145;rate;born;number;2009-2014
4;16;All;Nordland;4;Treatment days;2;Antibiotic treatment;315.8;13656;4313;rate;born;number;2009-2014
7;16;All;Trøndelag;4;Treatment days;2;Antibiotic treatment;250.3;31692;7932;rate;born;number;2009-2014
8;16;All;Møre og Romsdal;4;Treatment days;2;Antibiotic treatment;300.1;17140;5143;rate;born;number;2009-2014
11;16;All;Bergen/Førde;4;Treatment days;2;Antibiotic treatment;214;40458;8657;rate;born;number;2009-2014
12;16;All;Fonna;4;Treatment days;2;Antibiotic treatment;236.5;12964;3066;rate;born;number;2009-2014
13;16;All;Stavanger;4;Treatment days;2;Antibiotic treatment;301.4;30193;9101;rate;born;number;2009-2014
14;16;All;Østfold;4;Treatment days;2;Antibiotic treatment;298.2;18305;5459;rate;born;number;2009-2014
15;16;All;AHUS;4;Treatment days;2;Antibiotic treatment;256.5;34433;8831;rate;born;number;2009-2014
16;16;All;OUS;4;Treatment days;2;Antibiotic treatment;231.9;53323;12366;rate;born;number;2009-2014
19;16;All;Innlandet;4;Treatment days;2;Antibiotic treatment;224;22695;5083;rate;born;number;2009-2014
20;16;All;Vestre Viken;4;Treatment days;2;Antibiotic treatment;259.8;30220;7850;rate;born;number;2009-2014
21;16;All;Vestfold;4;Treatment days;2;Antibiotic treatment;231.4;13750;3182;rate;born;number;2009-2014
22;16;All;Telemark;4;Treatment days;2;Antibiotic treatment;291.6;10337;3014;rate;born;number;2009-2014
23;16;All;Sørlandet;4;Treatment days;2;Antibiotic treatment;304;21131;6423;rate;born;number;2009-2014
8888;16;All;Norway;4;Treatment days;2;Antibiotic treatment;256.9;368068;94565;rate;born;number;2009-2014
2;17;Less than 37.0 weeks;UNN/Finnmark;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;44.5;1012;45;rate;born;number;2009-2014
4;17;Less than 37.0 weeks;Nordland;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;66.6;916;61;rate;born;number;2009-2014
7;17;Less than 37.0 weeks;Trøndelag;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;43;1955;84;rate;born;number;2009-2014
8;17;Less than 37.0 weeks;Møre og Romsdal;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;49.1;978;48;rate;born;number;2009-2014
11;17;Less than 37.0 weeks;Bergen/Førde;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;27.7;2530;70;rate;born;number;2009-2014
12;17;Less than 37.0 weeks;Fonna;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;30.3;957;29;rate;born;number;2009-2014
13;17;Less than 37.0 weeks;Stavanger;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;45.2;2081;94;rate;born;number;2009-2014
14;17;Less than 37.0 weeks;Østfold;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;52.4;1165;61;rate;born;number;2009-2014
15;17;Less than 37.0 weeks;AHUS;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;62.2;2266;141;rate;born;number;2009-2014
16;17;Less than 37.0 weeks;OUS;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;56.4;3262;184;rate;born;number;2009-2014
19;17;Less than 37.0 weeks;Innlandet;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;44.5;1618;72;rate;born;number;2009-2014
20;17;Less than 37.0 weeks;Vestre Viken;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;45.3;1876;85;rate;born;number;2009-2014
21;17;Less than 37.0 weeks;Vestfold;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;29.4;883;26;rate;born;number;2009-2014
22;17;Less than 37.0 weeks;Telemark;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;48.6;741;36;rate;born;number;2009-2014
23;17;Less than 37.0 weeks;Sørlandet;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;62.5;1377;86;rate;born;number;2009-2014
8888;17;Less than 37.0 weeks;Norway;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;47.5;23617;1122;rate;born;number;2009-2014
2;18;More than 36.6 weeks (term infants);UNN/Finnmark;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;10.6;16700;177;rate;born;number;2009-2014
4;18;More than 36.6 weeks (term infants);Nordland;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;19.9;12705;253;rate;born;number;2009-2014
7;18;More than 36.6 weeks (term infants);Trøndelag;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;13;29658;385;rate;born;number;2009-2014
8;18;More than 36.6 weeks (term infants);Møre og Romsdal;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;10;16118;161;rate;born;number;2009-2014
11;18;More than 36.6 weeks (term infants);Bergen/Førde;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;3.6;37594;135;rate;born;number;2009-2014
12;18;More than 36.6 weeks (term infants);Fonna;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;12.1;11846;143;rate;born;number;2009-2014
13;18;More than 36.6 weeks (term infants);Stavanger;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;16;27704;444;rate;born;number;2009-2014
14;18;More than 36.6 weeks (term infants);Østfold;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;18.9;17078;322;rate;born;number;2009-2014
15;18;More than 36.6 weeks (term infants);AHUS;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;12.8;32055;411;rate;born;number;2009-2014
16;18;More than 36.6 weeks (term infants);OUS;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;13.7;49765;683;rate;born;number;2009-2014
19;18;More than 36.6 weeks (term infants);Innlandet;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;10.5;20787;219;rate;born;number;2009-2014
20;18;More than 36.6 weeks (term infants);Vestre Viken;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;11;28225;311;rate;born;number;2009-2014
21;18;More than 36.6 weeks (term infants);Vestfold;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;11.8;12857;152;rate;born;number;2009-2014
22;18;More than 36.6 weeks (term infants);Telemark;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;6.1;9527;58;rate;born;number;2009-2014
23;18;More than 36.6 weeks (term infants);Sørlandet;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;14.2;19630;278;rate;born;number;2009-2014
8888;18;More than 36.6 weeks (term infants);Norway;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;12.1;342249;4132;rate;born;number;2009-2014
2;19;All;UNN/Finnmark;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;12.5;17771;222;rate;born;number;2009-2014
4;19;All;Nordland;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;23;13656;314;rate;born;number;2009-2014
7;19;All;Trøndelag;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;14.8;31692;469;rate;born;number;2009-2014
8;19;All;Møre og Romsdal;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;12.2;17140;209;rate;born;number;2009-2014
11;19;All;Bergen/Førde;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;5.1;40458;205;rate;born;number;2009-2014
12;19;All;Fonna;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;13.3;12964;172;rate;born;number;2009-2014
13;19;All;Stavanger;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;17.8;30193;538;rate;born;number;2009-2014
14;19;All;Østfold;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;20.9;18305;383;rate;born;number;2009-2014
15;19;All;AHUS;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;16;34433;552;rate;born;number;2009-2014
16;19;All;OUS;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;16.3;53323;867;rate;born;number;2009-2014
19;19;All;Innlandet;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;12.8;22695;291;rate;born;number;2009-2014
20;19;All;Vestre Viken;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;13.1;30220;396;rate;born;number;2009-2014
21;19;All;Vestfold;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;12.9;13750;178;rate;born;number;2009-2014
22;19;All;Telemark;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;9.1;10337;94;rate;born;number;2009-2014
23;19;All;Sørlandet;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;17.2;21131;364;rate;born;number;2009-2014
8888;19;All;Norway;5;Patients with Sepsisdiagnose;2;Antibiotic treatment;14.3;368068;5254;rate;born;number;2009-2014
2;20;28.0 to 36.6 weeks;UNN/Finnmark;6;Patients;3;Ventilator treatment;77.1;947;73;rate;born;number;2009-2014
4;20;28.0 to 36.6 weeks;Nordland;6;Patients;3;Ventilator treatment;61.5;846;52;rate;born;number;2009-2014
7;20;28.0 to 36.6 weeks;Trøndelag;6;Patients;3;Ventilator treatment;53.6;1830;98;rate;born;number;2009-2014
8;20;28.0 to 36.6 weeks;Møre og Romsdal;6;Patients;3;Ventilator treatment;73.4;927;68;rate;born;number;2009-2014
11;20;28.0 to 36.6 weeks;Bergen/Førde;6;Patients;3;Ventilator treatment;63.5;2347;149;rate;born;number;2009-2014
12;20;28.0 to 36.6 weeks;Fonna;6;Patients;3;Ventilator treatment;48.8;881;43;rate;born;number;2009-2014
13;20;28.0 to 36.6 weeks;Stavanger;6;Patients;3;Ventilator treatment;45.7;1949;89;rate;born;number;2009-2014
14;20;28.0 to 36.6 weeks;Østfold;6;Patients;3;Ventilator treatment;48.6;1110;54;rate;born;number;2009-2014
15;20;28.0 to 36.6 weeks;AHUS;6;Patients;3;Ventilator treatment;46.9;2130;100;rate;born;number;2009-2014
16;20;28.0 to 36.6 weeks;OUS;6;Patients;3;Ventilator treatment;52.7;3037;160;rate;born;number;2009-2014
19;20;28.0 to 36.6 weeks;Innlandet;6;Patients;3;Ventilator treatment;59.1;1540;91;rate;born;number;2009-2014
20;20;28.0 to 36.6 weeks;Vestre Viken;6;Patients;3;Ventilator treatment;31.5;1748;55;rate;born;number;2009-2014
21;20;28.0 to 36.6 weeks;Vestfold;6;Patients;3;Ventilator treatment;48.7;821;40;rate;born;number;2009-2014
22;20;28.0 to 36.6 weeks;Telemark;6;Patients;3;Ventilator treatment;52.6;685;36;rate;born;number;2009-2014
23;20;28.0 to 36.6 weeks;Sørlandet;6;Patients;3;Ventilator treatment;53;1303;69;rate;born;number;2009-2014
8888;20;28.0 to 36.6 weeks;Norway;6;Patients;3;Ventilator treatment;53.3;22101;1177;rate;born;number;2009-2014
2;21;More than 36.6 weeks (term infants);UNN/Finnmark;6;Patients;3;Ventilator treatment;3.9;16700;65;rate;born;number;2009-2014
4;21;More than 36.6 weeks (term infants);Nordland;6;Patients;3;Ventilator treatment;3.9;12705;50;rate;born;number;2009-2014
7;21;More than 36.6 weeks (term infants);Trøndelag;6;Patients;3;Ventilator treatment;3.6;29658;107;rate;born;number;2009-2014
8;21;More than 36.6 weeks (term infants);Møre og Romsdal;6;Patients;3;Ventilator treatment;5;16118;81;rate;born;number;2009-2014
11;21;More than 36.6 weeks (term infants);Bergen/Førde;6;Patients;3;Ventilator treatment;2.9;37594;110;rate;born;number;2009-2014
12;21;More than 36.6 weeks (term infants);Fonna;6;Patients;3;Ventilator treatment;3.5;11846;41;rate;born;number;2009-2014
13;21;More than 36.6 weeks (term infants);Stavanger;6;Patients;3;Ventilator treatment;2.6;27704;73;rate;born;number;2009-2014
14;21;More than 36.6 weeks (term infants);Østfold;6;Patients;3;Ventilator treatment;3.1;17078;53;rate;born;number;2009-2014
15;21;More than 36.6 weeks (term infants);AHUS;6;Patients;3;Ventilator treatment;3.4;32055;109;rate;born;number;2009-2014
16;21;More than 36.6 weeks (term infants);OUS;6;Patients;3;Ventilator treatment;2.9;49765;143;rate;born;number;2009-2014
19;21;More than 36.6 weeks (term infants);Innlandet;6;Patients;3;Ventilator treatment;3.3;20787;69;rate;born;number;2009-2014
20;21;More than 36.6 weeks (term infants);Vestre Viken;6;Patients;3;Ventilator treatment;1.8;28225;52;rate;born;number;2009-2014
21;21;More than 36.6 weeks (term infants);Vestfold;6;Patients;3;Ventilator treatment;2.3;12857;30;rate;born;number;2009-2014
22;21;More than 36.6 weeks (term infants);Telemark;6;Patients;3;Ventilator treatment;3.6;9527;34;rate;born;number;2009-2014
23;21;More than 36.6 weeks (term infants);Sørlandet;6;Patients;3;Ventilator treatment;2.9;19630;57;rate;born;number;2009-2014
8888;21;More than 36.6 weeks (term infants);Norway;6;Patients;3;Ventilator treatment;3.1;342249;1074;rate;born;number;2009-2014
2;22;All;UNN/Finnmark;6;Patients;3;Ventilator treatment;10;17771;177;rate;born;number;2009-2014
4;22;All;Nordland;6;Patients;3;Ventilator treatment;10.6;13656;145;rate;born;number;2009-2014
7;22;All;Trøndelag;6;Patients;3;Ventilator treatment;8.5;31692;270;rate;born;number;2009-2014
8;22;All;Møre og Romsdal;6;Patients;3;Ventilator treatment;11.1;17140;190;rate;born;number;2009-2014
11;22;All;Bergen/Førde;6;Patients;3;Ventilator treatment;8.7;40458;354;rate;born;number;2009-2014
12;22;All;Fonna;6;Patients;3;Ventilator treatment;9.2;12964;119;rate;born;number;2009-2014
13;22;All;Stavanger;6;Patients;3;Ventilator treatment;7.8;30193;237;rate;born;number;2009-2014
14;22;All;Østfold;6;Patients;3;Ventilator treatment;7.8;18305;143;rate;born;number;2009-2014
15;22;All;AHUS;6;Patients;3;Ventilator treatment;8.7;34433;301;rate;born;number;2009-2014
16;22;All;OUS;6;Patients;3;Ventilator treatment;7.9;53323;419;rate;born;number;2009-2014
19;22;All;Innlandet;6;Patients;3;Ventilator treatment;8.9;22695;201;rate;born;number;2009-2014
20;22;All;Vestre Viken;6;Patients;3;Ventilator treatment;6.3;30220;191;rate;born;number;2009-2014
21;22;All;Vestfold;6;Patients;3;Ventilator treatment;6.7;13750;92;rate;born;number;2009-2014
22;22;All;Telemark;6;Patients;3;Ventilator treatment;9.5;10337;98;rate;born;number;2009-2014
23;22;All;Sørlandet;6;Patients;3;Ventilator treatment;8.1;21131;171;rate;born;number;2009-2014
8888;22;All;Norway;6;Patients;3;Ventilator treatment;8.4;368068;3108;rate;born;number;2009-2014
2;23;28.0 to 36.6 weeks;UNN/Finnmark;7;Treatment days;3;Ventilator treatment;317.8;947;301;rate;born;number;2009-2014
4;23;28.0 to 36.6 weeks;Nordland;7;Treatment days;3;Ventilator treatment;318;846;269;rate;born;number;2009-2014
7;23;28.0 to 36.6 weeks;Trøndelag;7;Treatment days;3;Ventilator treatment;192.3;1830;352;rate;born;number;2009-2014
8;23;28.0 to 36.6 weeks;Møre og Romsdal;7;Treatment days;3;Ventilator treatment;454.2;927;421;rate;born;number;2009-2014
11;23;28.0 to 36.6 weeks;Bergen/Førde;7;Treatment days;3;Ventilator treatment;245.4;2347;576;rate;born;number;2009-2014
12;23;28.0 to 36.6 weeks;Fonna;7;Treatment days;3;Ventilator treatment;158.9;881;140;rate;born;number;2009-2014
13;23;28.0 to 36.6 weeks;Stavanger;7;Treatment days;3;Ventilator treatment;240.1;1949;468;rate;born;number;2009-2014
14;23;28.0 to 36.6 weeks;Østfold;7;Treatment days;3;Ventilator treatment;276.6;1110;307;rate;born;number;2009-2014
15;23;28.0 to 36.6 weeks;AHUS;7;Treatment days;3;Ventilator treatment;196.2;2130;418;rate;born;number;2009-2014
16;23;28.0 to 36.6 weeks;OUS;7;Treatment days;3;Ventilator treatment;223.9;3037;680;rate;born;number;2009-2014
19;23;28.0 to 36.6 weeks;Innlandet;7;Treatment days;3;Ventilator treatment;261.7;1540;403;rate;born;number;2009-2014
20;23;28.0 to 36.6 weeks;Vestre Viken;7;Treatment days;3;Ventilator treatment;95.5;1748;167;rate;born;number;2009-2014
21;23;28.0 to 36.6 weeks;Vestfold;7;Treatment days;3;Ventilator treatment;214.4;821;176;rate;born;number;2009-2014
22;23;28.0 to 36.6 weeks;Telemark;7;Treatment days;3;Ventilator treatment;318.2;685;218;rate;born;number;2009-2014
23;23;28.0 to 36.6 weeks;Sørlandet;7;Treatment days;3;Ventilator treatment;498.1;1303;649;rate;born;number;2009-2014
8888;23;28.0 to 36.6 weeks;Norway;7;Treatment days;3;Ventilator treatment;250.9;22101;5545;rate;born;number;2009-2014
2;24;More than 36.6 weeks (term infants);UNN/Finnmark;7;Treatment days;3;Ventilator treatment;16.4;16700;274;rate;born;number;2009-2014
4;24;More than 36.6 weeks (term infants);Nordland;7;Treatment days;3;Ventilator treatment;15.5;12705;197;rate;born;number;2009-2014
7;24;More than 36.6 weeks (term infants);Trøndelag;7;Treatment days;3;Ventilator treatment;18.2;29658;539;rate;born;number;2009-2014
8;24;More than 36.6 weeks (term infants);Møre og Romsdal;7;Treatment days;3;Ventilator treatment;24.8;16118;400;rate;born;number;2009-2014
11;24;More than 36.6 weeks (term infants);Bergen/Førde;7;Treatment days;3;Ventilator treatment;7.7;37594;291;rate;born;number;2009-2014
12;24;More than 36.6 weeks (term infants);Fonna;7;Treatment days;3;Ventilator treatment;12.2;11846;144;rate;born;number;2009-2014
13;24;More than 36.6 weeks (term infants);Stavanger;7;Treatment days;3;Ventilator treatment;11.9;27704;331;rate;born;number;2009-2014
14;24;More than 36.6 weeks (term infants);Østfold;7;Treatment days;3;Ventilator treatment;12.8;17078;219;rate;born;number;2009-2014
15;24;More than 36.6 weeks (term infants);AHUS;7;Treatment days;3;Ventilator treatment;15.9;32055;511;rate;born;number;2009-2014
16;24;More than 36.6 weeks (term infants);OUS;7;Treatment days;3;Ventilator treatment;11.7;49765;580;rate;born;number;2009-2014
19;24;More than 36.6 weeks (term infants);Innlandet;7;Treatment days;3;Ventilator treatment;17.5;20787;364;rate;born;number;2009-2014
20;24;More than 36.6 weeks (term infants);Vestre Viken;7;Treatment days;3;Ventilator treatment;11.8;28225;332;rate;born;number;2009-2014
21;24;More than 36.6 weeks (term infants);Vestfold;7;Treatment days;3;Ventilator treatment;7.5;12857;96;rate;born;number;2009-2014
22;24;More than 36.6 weeks (term infants);Telemark;7;Treatment days;3;Ventilator treatment;25.5;9527;243;rate;born;number;2009-2014
23;24;More than 36.6 weeks (term infants);Sørlandet;7;Treatment days;3;Ventilator treatment;13.5;19630;265;rate;born;number;2009-2014
8888;24;More than 36.6 weeks (term infants);Norway;7;Treatment days;3;Ventilator treatment;14;342249;4786;rate;born;number;2009-2014
2;25;All;UNN/Finnmark;7;Treatment days;3;Ventilator treatment;79.3;17771;1410;rate;born;number;2009-2014
4;25;All;Nordland;7;Treatment days;3;Ventilator treatment;79.5;13656;1086;rate;born;number;2009-2014
7;25;All;Trøndelag;7;Treatment days;3;Ventilator treatment;67.6;31692;2143;rate;born;number;2009-2014
8;25;All;Møre og Romsdal;7;Treatment days;3;Ventilator treatment;116.9;17140;2004;rate;born;number;2009-2014
11;25;All;Bergen/Førde;7;Treatment days;3;Ventilator treatment;41.1;40458;1663;rate;born;number;2009-2014
12;25;All;Fonna;7;Treatment days;3;Ventilator treatment;47.6;12964;617;rate;born;number;2009-2014
13;25;All;Stavanger;7;Treatment days;3;Ventilator treatment;51.4;30193;1551;rate;born;number;2009-2014
14;25;All;Østfold;7;Treatment days;3;Ventilator treatment;61.5;18305;1126;rate;born;number;2009-2014
15;25;All;AHUS;7;Treatment days;3;Ventilator treatment;91.1;34433;3138;rate;born;number;2009-2014
16;25;All;OUS;7;Treatment days;3;Ventilator treatment;57.8;53323;3084;rate;born;number;2009-2014
19;25;All;Innlandet;7;Treatment days;3;Ventilator treatment;72.8;22695;1653;rate;born;number;2009-2014
20;25;All;Vestre Viken;7;Treatment days;3;Ventilator treatment;68.7;30220;2075;rate;born;number;2009-2014
21;25;All;Vestfold;7;Treatment days;3;Ventilator treatment;69.2;13750;952;rate;born;number;2009-2014
22;25;All;Telemark;7;Treatment days;3;Ventilator treatment;79.5;10337;822;rate;born;number;2009-2014
23;25;All;Sørlandet;7;Treatment days;3;Ventilator treatment;75.8;21131;1602;rate;born;number;2009-2014
8888;25;All;Norway;7;Treatment days;3;Ventilator treatment;67.7;368068;24926;rate;born;number;2009-2014
2;26;34.0 to 36.6 weeks;UNN/Finnmark;8;Patients;4;Low blood sugar (Hypoglycaemia);63.1;697;44;rate;born;number;2009-2014
4;26;34.0 to 36.6 weeks;Nordland;8;Patients;4;Low blood sugar (Hypoglycaemia);70.5;638;45;rate;born;number;2009-2014
7;26;34.0 to 36.6 weeks;Trøndelag;8;Patients;4;Low blood sugar (Hypoglycaemia);55.6;1368;76;rate;born;number;2009-2014
8;26;34.0 to 36.6 weeks;Møre og Romsdal;8;Patients;4;Low blood sugar (Hypoglycaemia);32;687;22;rate;born;number;2009-2014
11;26;34.0 to 36.6 weeks;Bergen/Førde;8;Patients;4;Low blood sugar (Hypoglycaemia);96.9;1754;170;rate;born;number;2009-2014
12;26;34.0 to 36.6 weeks;Fonna;8;Patients;4;Low blood sugar (Hypoglycaemia);39.2;664;26;rate;born;number;2009-2014
13;26;34.0 to 36.6 weeks;Stavanger;8;Patients;4;Low blood sugar (Hypoglycaemia);70.8;1441;102;rate;born;number;2009-2014
14;26;34.0 to 36.6 weeks;Østfold;8;Patients;4;Low blood sugar (Hypoglycaemia);67.7;827;56;rate;born;number;2009-2014
15;26;34.0 to 36.6 weeks;AHUS;8;Patients;4;Low blood sugar (Hypoglycaemia);73.2;1598;117;rate;born;number;2009-2014
16;26;34.0 to 36.6 weeks;OUS;8;Patients;4;Low blood sugar (Hypoglycaemia);55.8;2185;122;rate;born;number;2009-2014
19;26;34.0 to 36.6 weeks;Innlandet;8;Patients;4;Low blood sugar (Hypoglycaemia);51;1176;60;rate;born;number;2009-2014
20;26;34.0 to 36.6 weeks;Vestre Viken;8;Patients;4;Low blood sugar (Hypoglycaemia);76;1277;97;rate;born;number;2009-2014
21;26;34.0 to 36.6 weeks;Vestfold;8;Patients;4;Low blood sugar (Hypoglycaemia);65.3;613;40;rate;born;number;2009-2014
22;26;34.0 to 36.6 weeks;Telemark;8;Patients;4;Low blood sugar (Hypoglycaemia);168.4;481;81;rate;born;number;2009-2014
23;26;34.0 to 36.6 weeks;Sørlandet;8;Patients;4;Low blood sugar (Hypoglycaemia);101.6;1004;102;rate;born;number;2009-2014
8888;26;34.0 to 36.6 weeks;Norway;8;Patients;4;Low blood sugar (Hypoglycaemia);70.7;16410;1160;rate;born;number;2009-2014
2;27;More than 36.6 weeks (term infants);UNN/Finnmark;8;Patients;4;Low blood sugar (Hypoglycaemia);5.3;16700;89;rate;born;number;2009-2014
4;27;More than 36.6 weeks (term infants);Nordland;8;Patients;4;Low blood sugar (Hypoglycaemia);9.4;12705;119;rate;born;number;2009-2014
7;27;More than 36.6 weeks (term infants);Trøndelag;8;Patients;4;Low blood sugar (Hypoglycaemia);4.4;29658;131;rate;born;number;2009-2014
8;27;More than 36.6 weeks (term infants);Møre og Romsdal;8;Patients;4;Low blood sugar (Hypoglycaemia);3.7;16118;60;rate;born;number;2009-2014
11;27;More than 36.6 weeks (term infants);Bergen/Førde;8;Patients;4;Low blood sugar (Hypoglycaemia);8.7;37594;328;rate;born;number;2009-2014
12;27;More than 36.6 weeks (term infants);Fonna;8;Patients;4;Low blood sugar (Hypoglycaemia);3.8;11846;45;rate;born;number;2009-2014
13;27;More than 36.6 weeks (term infants);Stavanger;8;Patients;4;Low blood sugar (Hypoglycaemia);5.8;27704;162;rate;born;number;2009-2014
14;27;More than 36.6 weeks (term infants);Østfold;8;Patients;4;Low blood sugar (Hypoglycaemia);4.7;17078;80;rate;born;number;2009-2014
15;27;More than 36.6 weeks (term infants);AHUS;8;Patients;4;Low blood sugar (Hypoglycaemia);7.7;32055;247;rate;born;number;2009-2014
16;27;More than 36.6 weeks (term infants);OUS;8;Patients;4;Low blood sugar (Hypoglycaemia);4.8;49765;239;rate;born;number;2009-2014
19;27;More than 36.6 weeks (term infants);Innlandet;8;Patients;4;Low blood sugar (Hypoglycaemia);4.2;20787;87;rate;born;number;2009-2014
20;27;More than 36.6 weeks (term infants);Vestre Viken;8;Patients;4;Low blood sugar (Hypoglycaemia);4.7;28225;133;rate;born;number;2009-2014
21;27;More than 36.6 weeks (term infants);Vestfold;8;Patients;4;Low blood sugar (Hypoglycaemia);6.5;12857;84;rate;born;number;2009-2014
22;27;More than 36.6 weeks (term infants);Telemark;8;Patients;4;Low blood sugar (Hypoglycaemia);13.3;9527;127;rate;born;number;2009-2014
23;27;More than 36.6 weeks (term infants);Sørlandet;8;Patients;4;Low blood sugar (Hypoglycaemia);8.1;19630;159;rate;born;number;2009-2014
8888;27;More than 36.6 weeks (term infants);Norway;8;Patients;4;Low blood sugar (Hypoglycaemia);6.1;342249;2090;rate;born;number;2009-2014
2;28;34.0 to 36.6 weeks;UNN/Finnmark;9;Patients;5;Light treatment (Phototherapy);175;697;122;rate;born;number;2009-2014
4;28;34.0 to 36.6 weeks;Nordland;9;Patients;5;Light treatment (Phototherapy);203.8;638;130;rate;born;number;2009-2014
7;28;34.0 to 36.6 weeks;Trøndelag;9;Patients;5;Light treatment (Phototherapy);144;1368;197;rate;born;number;2009-2014
8;28;34.0 to 36.6 weeks;Møre og Romsdal;9;Patients;5;Light treatment (Phototherapy);184.9;687;127;rate;born;number;2009-2014
11;28;34.0 to 36.6 weeks;Bergen/Førde;9;Patients;5;Light treatment (Phototherapy);85.5;1754;150;rate;born;number;2009-2014
12;28;34.0 to 36.6 weeks;Fonna;9;Patients;5;Light treatment (Phototherapy);328.3;664;218;rate;born;number;2009-2014
13;28;34.0 to 36.6 weeks;Stavanger;9;Patients;5;Light treatment (Phototherapy);133.9;1441;193;rate;born;number;2009-2014
14;28;34.0 to 36.6 weeks;Østfold;9;Patients;5;Light treatment (Phototherapy);237;827;196;rate;born;number;2009-2014
15;28;34.0 to 36.6 weeks;AHUS;9;Patients;5;Light treatment (Phototherapy);172.7;1598;276;rate;born;number;2009-2014
16;28;34.0 to 36.6 weeks;OUS;9;Patients;5;Light treatment (Phototherapy);130;2185;284;rate;born;number;2009-2014
19;28;34.0 to 36.6 weeks;Innlandet;9;Patients;5;Light treatment (Phototherapy);109.7;1176;129;rate;born;number;2009-2014
