area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
16;10;Endometriosis;Diakonhjemmet;3;Surgical treatment of gynaecological conditions;11.63;47;40362;Rate;Number;Inhabitants;2015-2017
17;10;Endometriosis;Innlandet;3;Surgical treatment of gynaecological conditions;8.27;81;97639;Rate;Number;Inhabitants;2015-2017
18;10;Endometriosis;Vestre Viken;3;Surgical treatment of gynaecological conditions;11.42;142;125306;Rate;Number;Inhabitants;2015-2017
19;10;Endometriosis;Vestfold;3;Surgical treatment of gynaecological conditions;11.71;68;58584;Rate;Number;Inhabitants;2015-2017
20;10;Endometriosis;Telemark;3;Surgical treatment of gynaecological conditions;11.52;49;42927;Rate;Number;Inhabitants;2015-2017
21;10;Endometriosis;Sørlandet;3;Surgical treatment of gynaecological conditions;6.74;52;77341;Rate;Number;Inhabitants;2015-2017
8888;10;Endometriosis;Norway;3;Surgical treatment of gynaecological conditions;8.63;1187;1375110;Rate;Number;Inhabitants;2015-2017
1;11;Uterine myomas;Finnmark;3;Surgical treatment of gynaecological conditions;11.14;34;30108;Rate;Number;Inhabitants;2015-2017
2;11;Uterine myomas;UNN;3;Surgical treatment of gynaecological conditions;11.21;86;77413;Rate;Number;Inhabitants;2015-2017
3;11;Uterine myomas;Nordland;3;Surgical treatment of gynaecological conditions;9.85;55;56144;Rate;Number;Inhabitants;2015-2017
4;11;Uterine myomas;Helgeland;3;Surgical treatment of gynaecological conditions;11.27;35;31821;Rate;Number;Inhabitants;2015-2017
5;11;Uterine myomas;Nord-Trøndelag;3;Surgical treatment of gynaecological conditions;9.13;49;54518;Rate;Number;Inhabitants;2015-2017
6;11;Uterine myomas;St. Olavs;3;Surgical treatment of gynaecological conditions;8.77;112;128837;Rate;Number;Inhabitants;2015-2017
7;11;Uterine myomas;Møre og Romsdal;3;Surgical treatment of gynaecological conditions;9.26;97;104957;Rate;Number;Inhabitants;2015-2017
8;11;Uterine myomas;Førde;3;Surgical treatment of gynaecological conditions;7.15;31;43540;Rate;Number;Inhabitants;2015-2017
9;11;Uterine myomas;Bergen;3;Surgical treatment of gynaecological conditions;6.13;109;178531;Rate;Number;Inhabitants;2015-2017
10;11;Uterine myomas;Fonna;3;Surgical treatment of gynaecological conditions;9.7;69;70749;Rate;Number;Inhabitants;2015-2017
11;11;Uterine myomas;Stavanger;3;Surgical treatment of gynaecological conditions;10.51;147;140197;Rate;Number;Inhabitants;2015-2017
12;11;Uterine myomas;Østfold;3;Surgical treatment of gynaecological conditions;9.76;118;119927;Rate;Number;Inhabitants;2015-2017
13;11;Uterine myomas;Akershus;3;Surgical treatment of gynaecological conditions;9.15;191;201911;Rate;Number;Inhabitants;2015-2017
14;11;Uterine myomas;OUS;3;Surgical treatment of gynaecological conditions;10.61;117;109435;Rate;Number;Inhabitants;2015-2017
15;11;Uterine myomas;Lovisenberg;3;Surgical treatment of gynaecological conditions;11.49;63;62639;Rate;Number;Inhabitants;2015-2017
16;11;Uterine myomas;Diakonhjemmet;3;Surgical treatment of gynaecological conditions;10.24;58;59811;Rate;Number;Inhabitants;2015-2017
17;11;Uterine myomas;Innlandet;3;Surgical treatment of gynaecological conditions;11.92;199;166569;Rate;Number;Inhabitants;2015-2017
18;11;Uterine myomas;Vestre Viken;3;Surgical treatment of gynaecological conditions;12.06;241;196644;Rate;Number;Inhabitants;2015-2017
19;11;Uterine myomas;Vestfold;3;Surgical treatment of gynaecological conditions;8.67;83;95564;Rate;Number;Inhabitants;2015-2017
20;11;Uterine myomas;Telemark;3;Surgical treatment of gynaecological conditions;11.17;79;71665;Rate;Number;Inhabitants;2015-2017
21;11;Uterine myomas;Sørlandet;3;Surgical treatment of gynaecological conditions;10.05;120;120307;Rate;Number;Inhabitants;2015-2017
8888;11;Uterine myomas;Norway;3;Surgical treatment of gynaecological conditions;9.87;2093;2121287;Rate;Number;Inhabitants;2015-2017
1;12;Excessive and/or frequent menstruation;Finnmark;3;Surgical treatment of gynaecological conditions;26.12;52;19353;Rate;Number;Inhabitants;2015-2017
2;12;Excessive and/or frequent menstruation;UNN;3;Surgical treatment of gynaecological conditions;21.85;108;48925;Rate;Number;Inhabitants;2015-2017
3;12;Excessive and/or frequent menstruation;Nordland;3;Surgical treatment of gynaecological conditions;22.69;79;34418;Rate;Number;Inhabitants;2015-2017
4;12;Excessive and/or frequent menstruation;Helgeland;3;Surgical treatment of gynaecological conditions;27.34;54;19116;Rate;Number;Inhabitants;2015-2017
5;12;Excessive and/or frequent menstruation;Nord-Trøndelag;3;Surgical treatment of gynaecological conditions;32.84;110;33027;Rate;Number;Inhabitants;2015-2017
6;12;Excessive and/or frequent menstruation;St. Olavs;3;Surgical treatment of gynaecological conditions;18.17;151;85176;Rate;Number;Inhabitants;2015-2017
7;12;Excessive and/or frequent menstruation;Møre og Romsdal;3;Surgical treatment of gynaecological conditions;25.24;164;64205;Rate;Number;Inhabitants;2015-2017
8;12;Excessive and/or frequent menstruation;Førde;3;Surgical treatment of gynaecological conditions;15.26;41;26244;Rate;Number;Inhabitants;2015-2017
9;12;Excessive and/or frequent menstruation;Bergen;3;Surgical treatment of gynaecological conditions;18.38;211;119288;Rate;Number;Inhabitants;2015-2017
10;12;Excessive and/or frequent menstruation;Fonna;3;Surgical treatment of gynaecological conditions;26.85;120;44835;Rate;Number;Inhabitants;2015-2017
11;12;Excessive and/or frequent menstruation;Stavanger;3;Surgical treatment of gynaecological conditions;14.72;140;97665;Rate;Number;Inhabitants;2015-2017
12;12;Excessive and/or frequent menstruation;Østfold;3;Surgical treatment of gynaecological conditions;20.54;158;73882;Rate;Number;Inhabitants;2015-2017
13;12;Excessive and/or frequent menstruation;Akershus;3;Surgical treatment of gynaecological conditions;15.79;221;135661;Rate;Number;Inhabitants;2015-2017
14;12;Excessive and/or frequent menstruation;OUS;3;Surgical treatment of gynaecological conditions;8.76;65;78585;Rate;Number;Inhabitants;2015-2017
15;12;Excessive and/or frequent menstruation;Lovisenberg;3;Surgical treatment of gynaecological conditions;7.49;26;52573;Rate;Number;Inhabitants;2015-2017
16;12;Excessive and/or frequent menstruation;Diakonhjemmet;3;Surgical treatment of gynaecological conditions;7.41;27;40362;Rate;Number;Inhabitants;2015-2017
17;12;Excessive and/or frequent menstruation;Innlandet;3;Surgical treatment of gynaecological conditions;28.05;289;97639;Rate;Number;Inhabitants;2015-2017
18;12;Excessive and/or frequent menstruation;Vestre Viken;3;Surgical treatment of gynaecological conditions;19.52;253;125306;Rate;Number;Inhabitants;2015-2017
19;12;Excessive and/or frequent menstruation;Vestfold;3;Surgical treatment of gynaecological conditions;21.74;132;58584;Rate;Number;Inhabitants;2015-2017
20;12;Excessive and/or frequent menstruation;Telemark;3;Surgical treatment of gynaecological conditions;32.89;146;42927;Rate;Number;Inhabitants;2015-2017
21;12;Excessive and/or frequent menstruation;Sørlandet;3;Surgical treatment of gynaecological conditions;28.25;219;77341;Rate;Number;Inhabitants;2015-2017
8888;12;Excessive and/or frequent menstruation;Norway;3;Surgical treatment of gynaecological conditions;20.11;2765;1375110;Rate;Number;Inhabitants;2015-2017
1;13;Hysterectomy;Finnmark;3;Surgical treatment of gynaecological conditions;23.27;71;30108;Rate;Number;Inhabitants;2015-2017
2;13;Hysterectomy;UNN;3;Surgical treatment of gynaecological conditions;17.14;133;77413;Rate;Number;Inhabitants;2015-2017
3;13;Hysterectomy;Nordland;3;Surgical treatment of gynaecological conditions;19.37;109;56144;Rate;Number;Inhabitants;2015-2017
4;13;Hysterectomy;Helgeland;3;Surgical treatment of gynaecological conditions;26.47;85;31821;Rate;Number;Inhabitants;2015-2017
5;13;Hysterectomy;Nord-Trøndelag;3;Surgical treatment of gynaecological conditions;26.21;143;54518;Rate;Number;Inhabitants;2015-2017
6;13;Hysterectomy;St. Olavs;3;Surgical treatment of gynaecological conditions;13.9;177;128837;Rate;Number;Inhabitants;2015-2017
7;13;Hysterectomy;Møre og Romsdal;3;Surgical treatment of gynaecological conditions;21.85;229;104957;Rate;Number;Inhabitants;2015-2017
8;13;Hysterectomy;Førde;3;Surgical treatment of gynaecological conditions;13.5;59;43540;Rate;Number;Inhabitants;2015-2017
9;13;Hysterectomy;Bergen;3;Surgical treatment of gynaecological conditions;11.66;206;178531;Rate;Number;Inhabitants;2015-2017
10;13;Hysterectomy;Fonna;3;Surgical treatment of gynaecological conditions;17.29;122;70749;Rate;Number;Inhabitants;2015-2017
11;13;Hysterectomy;Stavanger;3;Surgical treatment of gynaecological conditions;11.87;163;140197;Rate;Number;Inhabitants;2015-2017
12;13;Hysterectomy;Østfold;3;Surgical treatment of gynaecological conditions;16.43;198;119927;Rate;Number;Inhabitants;2015-2017
13;13;Hysterectomy;Akershus;3;Surgical treatment of gynaecological conditions;13.99;290;201911;Rate;Number;Inhabitants;2015-2017
14;13;Hysterectomy;OUS;3;Surgical treatment of gynaecological conditions;11.69;125;109435;Rate;Number;Inhabitants;2015-2017
15;13;Hysterectomy;Lovisenberg;3;Surgical treatment of gynaecological conditions;10.97;54;62639;Rate;Number;Inhabitants;2015-2017
16;13;Hysterectomy;Diakonhjemmet;3;Surgical treatment of gynaecological conditions;10.9;61;59811;Rate;Number;Inhabitants;2015-2017
17;13;Hysterectomy;Innlandet;3;Surgical treatment of gynaecological conditions;21.88;367;166569;Rate;Number;Inhabitants;2015-2017
18;13;Hysterectomy;Vestre Viken;3;Surgical treatment of gynaecological conditions;21.4;427;196644;Rate;Number;Inhabitants;2015-2017
19;13;Hysterectomy;Vestfold;3;Surgical treatment of gynaecological conditions;13.75;131;95564;Rate;Number;Inhabitants;2015-2017
20;13;Hysterectomy;Telemark;3;Surgical treatment of gynaecological conditions;22.06;157;71665;Rate;Number;Inhabitants;2015-2017
21;13;Hysterectomy;Sørlandet;3;Surgical treatment of gynaecological conditions;16.84;202;120307;Rate;Number;Inhabitants;2015-2017
8888;13;Hysterectomy;Norway;3;Surgical treatment of gynaecological conditions;16.55;3509;2121287;Rate;Number;Inhabitants;2015-2017
1;14;Hysterectomy, proportion performed as open;Finnmark;3;Surgical treatment of gynaecological conditions;36.95;26;71;Percentage;Number open;Number hysterectomy;2015-2017
2;14;Hysterectomy, proportion performed as open;UNN;3;Surgical treatment of gynaecological conditions;40.22;53;133;Percentage;Number open;Number hysterectomy;2015-2017
3;14;Hysterectomy, proportion performed as open;Nordland;3;Surgical treatment of gynaecological conditions;21.4;23;109;Percentage;Number open;Number hysterectomy;2015-2017
4;14;Hysterectomy, proportion performed as open;Helgeland;3;Surgical treatment of gynaecological conditions;26.42;23;85;Percentage;Number open;Number hysterectomy;2015-2017
5;14;Hysterectomy, proportion performed as open;Nord-Trøndelag;3;Surgical treatment of gynaecological conditions;34.96;50;143;Percentage;Number open;Number hysterectomy;2015-2017
6;14;Hysterectomy, proportion performed as open;St. Olavs;3;Surgical treatment of gynaecological conditions;39.23;69;177;Percentage;Number open;Number hysterectomy;2015-2017
7;14;Hysterectomy, proportion performed as open;Møre og Romsdal;3;Surgical treatment of gynaecological conditions;33.01;75;229;Percentage;Number open;Number hysterectomy;2015-2017
8;14;Hysterectomy, proportion performed as open;Førde;3;Surgical treatment of gynaecological conditions;40.67;24;59;Percentage;Number open;Number hysterectomy;2015-2017
9;14;Hysterectomy, proportion performed as open;Bergen;3;Surgical treatment of gynaecological conditions;13.92;29;206;Percentage;Number open;Number hysterectomy;2015-2017
10;14;Hysterectomy, proportion performed as open;Fonna;3;Surgical treatment of gynaecological conditions;18.02;22;122;Percentage;Number open;Number hysterectomy;2015-2017
11;14;Hysterectomy, proportion performed as open;Stavanger;3;Surgical treatment of gynaecological conditions;25.44;41;163;Percentage;Number open;Number hysterectomy;2015-2017
12;14;Hysterectomy, proportion performed as open;Østfold;3;Surgical treatment of gynaecological conditions;34.56;69;198;Percentage;Number open;Number hysterectomy;2015-2017
13;14;Hysterectomy, proportion performed as open;Akershus;3;Surgical treatment of gynaecological conditions;34.46;101;290;Percentage;Number open;Number hysterectomy;2015-2017
14;14;Hysterectomy, proportion performed as open;OUS;3;Surgical treatment of gynaecological conditions;28.38;35;125;Percentage;Number open;Number hysterectomy;2015-2017
15;14;Hysterectomy, proportion performed as open;Lovisenberg;3;Surgical treatment of gynaecological conditions;22.71;14;54;Percentage;Number open;Number hysterectomy;2015-2017
16;14;Hysterectomy, proportion performed as open;Diakonhjemmet;3;Surgical treatment of gynaecological conditions;24.28;15;61;Percentage;Number open;Number hysterectomy;2015-2017
17;14;Hysterectomy, proportion performed as open;Innlandet;3;Surgical treatment of gynaecological conditions;16.75;62;367;Percentage;Number open;Number hysterectomy;2015-2017
18;14;Hysterectomy, proportion performed as open;Vestre Viken;3;Surgical treatment of gynaecological conditions;16.86;72;427;Percentage;Number open;Number hysterectomy;2015-2017
19;14;Hysterectomy, proportion performed as open;Vestfold;3;Surgical treatment of gynaecological conditions;13.88;19;131;Percentage;Number open;Number hysterectomy;2015-2017
20;14;Hysterectomy, proportion performed as open;Telemark;3;Surgical treatment of gynaecological conditions;19.48;31;157;Percentage;Number open;Number hysterectomy;2015-2017
21;14;Hysterectomy, proportion performed as open;Sørlandet;3;Surgical treatment of gynaecological conditions;29.41;59;202;Percentage;Number open;Number hysterectomy;2015-2017
8888;14;Hysterectomy, proportion performed as open;Norway;3;Surgical treatment of gynaecological conditions;26.02;913;3509;Percentage;Number open;Number hysterectomy;2015-2017
1;15;Transcervical surgical treatments;Finnmark;3;Surgical treatment of gynaecological conditions;16.71;51;30108;Rate;Number;Inhabitants;2015-2017
2;15;Transcervical surgical treatments;UNN;3;Surgical treatment of gynaecological conditions;17.75;137;77413;Rate;Number;Inhabitants;2015-2017
3;15;Transcervical surgical treatments;Nordland;3;Surgical treatment of gynaecological conditions;16.01;90;56144;Rate;Number;Inhabitants;2015-2017
4;15;Transcervical surgical treatments;Helgeland;3;Surgical treatment of gynaecological conditions;14.4;45;31821;Rate;Number;Inhabitants;2015-2017
5;15;Transcervical surgical treatments;Nord-Trøndelag;3;Surgical treatment of gynaecological conditions;17.14;92;54518;Rate;Number;Inhabitants;2015-2017
6;15;Transcervical surgical treatments;St. Olavs;3;Surgical treatment of gynaecological conditions;25.73;326;128837;Rate;Number;Inhabitants;2015-2017
7;15;Transcervical surgical treatments;Møre og Romsdal;3;Surgical treatment of gynaecological conditions;16.75;175;104957;Rate;Number;Inhabitants;2015-2017
8;15;Transcervical surgical treatments;Førde;3;Surgical treatment of gynaecological conditions;12.57;54;43540;Rate;Number;Inhabitants;2015-2017
9;15;Transcervical surgical treatments;Bergen;3;Surgical treatment of gynaecological conditions;11.69;208;178531;Rate;Number;Inhabitants;2015-2017
10;15;Transcervical surgical treatments;Fonna;3;Surgical treatment of gynaecological conditions;23.98;168;70749;Rate;Number;Inhabitants;2015-2017
11;15;Transcervical surgical treatments;Stavanger;3;Surgical treatment of gynaecological conditions;17.08;242;140197;Rate;Number;Inhabitants;2015-2017
12;15;Transcervical surgical treatments;Østfold;3;Surgical treatment of gynaecological conditions;18.82;230;119927;Rate;Number;Inhabitants;2015-2017
13;15;Transcervical surgical treatments;Akershus;3;Surgical treatment of gynaecological conditions;13.9;286;201911;Rate;Number;Inhabitants;2015-2017
14;15;Transcervical surgical treatments;OUS;3;Surgical treatment of gynaecological conditions;18.33;199;109435;Rate;Number;Inhabitants;2015-2017
15;15;Transcervical surgical treatments;Lovisenberg;3;Surgical treatment of gynaecological conditions;17.56;99;62639;Rate;Number;Inhabitants;2015-2017
16;15;Transcervical surgical treatments;Diakonhjemmet;3;Surgical treatment of gynaecological conditions;18.2;105;59811;Rate;Number;Inhabitants;2015-2017
17;15;Transcervical surgical treatments;Innlandet;3;Surgical treatment of gynaecological conditions;19.86;336;166569;Rate;Number;Inhabitants;2015-2017
18;15;Transcervical surgical treatments;Vestre Viken;3;Surgical treatment of gynaecological conditions;23.78;475;196644;Rate;Number;Inhabitants;2015-2017
19;15;Transcervical surgical treatments;Vestfold;3;Surgical treatment of gynaecological conditions;17.94;172;95564;Rate;Number;Inhabitants;2015-2017
20;15;Transcervical surgical treatments;Telemark;3;Surgical treatment of gynaecological conditions;21.52;153;71665;Rate;Number;Inhabitants;2015-2017
21;15;Transcervical surgical treatments;Sørlandet;3;Surgical treatment of gynaecological conditions;18.89;227;120307;Rate;Number;Inhabitants;2015-2017
8888;15;Transcervical surgical treatments;Norway;3;Surgical treatment of gynaecological conditions;18.25;3871;2121287;Rate;Number;Inhabitants;2015-2017
1;16;Pelvic organ prolapse;Finnmark;4;Surgical treatment of prolapse and incontinence;33.92;102;30108;Rate;Number;Inhabitants;2015-2017
2;16;Pelvic organ prolapse;UNN;4;Surgical treatment of prolapse and incontinence;26.26;208;77413;Rate;Number;Inhabitants;2015-2017
3;16;Pelvic organ prolapse;Nordland;4;Surgical treatment of prolapse and incontinence;20.7;122;56144;Rate;Number;Inhabitants;2015-2017
4;16;Pelvic organ prolapse;Helgeland;4;Surgical treatment of prolapse and incontinence;24.7;84;31821;Rate;Number;Inhabitants;2015-2017
5;16;Pelvic organ prolapse;Nord-Trøndelag;4;Surgical treatment of prolapse and incontinence;27;157;54518;Rate;Number;Inhabitants;2015-2017
6;16;Pelvic organ prolapse;St. Olavs;4;Surgical treatment of prolapse and incontinence;13.17;166;128837;Rate;Number;Inhabitants;2015-2017
7;16;Pelvic organ prolapse;Møre og Romsdal;4;Surgical treatment of prolapse and incontinence;20.34;226;104957;Rate;Number;Inhabitants;2015-2017
8;16;Pelvic organ prolapse;Førde;4;Surgical treatment of prolapse and incontinence;19.01;87;43540;Rate;Number;Inhabitants;2015-2017
9;16;Pelvic organ prolapse;Bergen;4;Surgical treatment of prolapse and incontinence;19.92;346;178531;Rate;Number;Inhabitants;2015-2017
10;16;Pelvic organ prolapse;Fonna;4;Surgical treatment of prolapse and incontinence;26.94;194;70749;Rate;Number;Inhabitants;2015-2017
11;16;Pelvic organ prolapse;Stavanger;4;Surgical treatment of prolapse and incontinence;22.73;301;140197;Rate;Number;Inhabitants;2015-2017
12;16;Pelvic organ prolapse;Østfold;4;Surgical treatment of prolapse and incontinence;18.72;234;119927;Rate;Number;Inhabitants;2015-2017
13;16;Pelvic organ prolapse;Akershus;4;Surgical treatment of prolapse and incontinence;14.36;281;201911;Rate;Number;Inhabitants;2015-2017
14;16;Pelvic organ prolapse;OUS;4;Surgical treatment of prolapse and incontinence;13.08;126;109435;Rate;Number;Inhabitants;2015-2017
15;16;Pelvic organ prolapse;Lovisenberg;4;Surgical treatment of prolapse and incontinence;9.36;34;62639;Rate;Number;Inhabitants;2015-2017
16;16;Pelvic organ prolapse;Diakonhjemmet;4;Surgical treatment of prolapse and incontinence;9.52;54;59811;Rate;Number;Inhabitants;2015-2017
17;16;Pelvic organ prolapse;Innlandet;4;Surgical treatment of prolapse and incontinence;23.74;428;166569;Rate;Number;Inhabitants;2015-2017
18;16;Pelvic organ prolapse;Vestre Viken;4;Surgical treatment of prolapse and incontinence;18.28;365;196644;Rate;Number;Inhabitants;2015-2017
19;16;Pelvic organ prolapse;Vestfold;4;Surgical treatment of prolapse and incontinence;13.91;141;95564;Rate;Number;Inhabitants;2015-2017
20;16;Pelvic organ prolapse;Telemark;4;Surgical treatment of prolapse and incontinence;22.05;170;71665;Rate;Number;Inhabitants;2015-2017
21;16;Pelvic organ prolapse;Sørlandet;4;Surgical treatment of prolapse and incontinence;19.28;234;120307;Rate;Number;Inhabitants;2015-2017
8888;16;Pelvic organ prolapse;Norway;4;Surgical treatment of prolapse and incontinence;19.13;4059;2121287;Rate;Number;Inhabitants;2015-2017
1;17;Urinary incontinence;Finnmark;4;Surgical treatment of prolapse and incontinence;32.34;99;30108;Rate;Number;Inhabitants;2015-2017
2;17;Urinary incontinence;UNN;4;Surgical treatment of prolapse and incontinence;17.91;139;77413;Rate;Number;Inhabitants;2015-2017
3;17;Urinary incontinence;Nordland;4;Surgical treatment of prolapse and incontinence;13.04;74;56144;Rate;Number;Inhabitants;2015-2017
4;17;Urinary incontinence;Helgeland;4;Surgical treatment of prolapse and incontinence;13.57;44;31821;Rate;Number;Inhabitants;2015-2017
5;17;Urinary incontinence;Nord-Trøndelag;4;Surgical treatment of prolapse and incontinence;26.49;145;54518;Rate;Number;Inhabitants;2015-2017
6;17;Urinary incontinence;St. Olavs;4;Surgical treatment of prolapse and incontinence;15.36;195;128837;Rate;Number;Inhabitants;2015-2017
7;17;Urinary incontinence;Møre og Romsdal;4;Surgical treatment of prolapse and incontinence;10.2;106;104957;Rate;Number;Inhabitants;2015-2017
8;17;Urinary incontinence;Førde;4;Surgical treatment of prolapse and incontinence;15.82;69;43540;Rate;Number;Inhabitants;2015-2017
9;17;Urinary incontinence;Bergen;4;Surgical treatment of prolapse and incontinence;9.8;172;178531;Rate;Number;Inhabitants;2015-2017
10;17;Urinary incontinence;Fonna;4;Surgical treatment of prolapse and incontinence;13.63;96;70749;Rate;Number;Inhabitants;2015-2017
11;17;Urinary incontinence;Stavanger;4;Surgical treatment of prolapse and incontinence;10.28;143;140197;Rate;Number;Inhabitants;2015-2017
12;17;Urinary incontinence;Østfold;4;Surgical treatment of prolapse and incontinence;11.6;139;119927;Rate;Number;Inhabitants;2015-2017
13;17;Urinary incontinence;Akershus;4;Surgical treatment of prolapse and incontinence;6.93;143;201911;Rate;Number;Inhabitants;2015-2017
14;17;Urinary incontinence;OUS;4;Surgical treatment of prolapse and incontinence;8.41;92;109435;Rate;Number;Inhabitants;2015-2017
15;17;Urinary incontinence;Lovisenberg;4;Surgical treatment of prolapse and incontinence;3.77;18;62639;Rate;Number;Inhabitants;2015-2017
16;17;Urinary incontinence;Diakonhjemmet;4;Surgical treatment of prolapse and incontinence;7.01;40;59811;Rate;Number;Inhabitants;2015-2017
17;17;Urinary incontinence;Innlandet;4;Surgical treatment of prolapse and incontinence;13.3;223;166569;Rate;Number;Inhabitants;2015-2017
18;17;Urinary incontinence;Vestre Viken;4;Surgical treatment of prolapse and incontinence;12.34;245;196644;Rate;Number;Inhabitants;2015-2017
19;17;Urinary incontinence;Vestfold;4;Surgical treatment of prolapse and incontinence;18.13;177;95564;Rate;Number;Inhabitants;2015-2017
20;17;Urinary incontinence;Telemark;4;Surgical treatment of prolapse and incontinence;15.51;111;71665;Rate;Number;Inhabitants;2015-2017
21;17;Urinary incontinence;Sørlandet;4;Surgical treatment of prolapse and incontinence;12.02;144;120307;Rate;Number;Inhabitants;2015-2017
8888;17;Urinary incontinence;Norway;4;Surgical treatment of prolapse and incontinence;12.33;2614;2121287;Rate;Number;Inhabitants;2015-2017
