area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
17;10;Hjertesvikt, innleggelser;Vestfold;3;Hjertemedisin;16.41;291;17862;Rate;Antall;Innbyggere;2013-2015
18;10;Hjertesvikt, innleggelser;Telemark;3;Hjertemedisin;18.02;257;14098;Rate;Antall;Innbyggere;2013-2015
19;10;Hjertesvikt, innleggelser;Sørlandet;3;Hjertemedisin;19.06;383;20283;Rate;Antall;Innbyggere;2013-2015
20;10;Hjertesvikt, innleggelser;Indre Oslo;3;Hjertemedisin;20.86;273;12527;Rate;Antall;Innbyggere;2013-2015
8888;10;Hjertesvikt, innleggelser;Norge;3;Hjertemedisin;18.78;6761;359928;Rate;Antall;Innbyggere;2013-2015
1;11;Hjertesvikt, poliklinikk;Finnmark;3;Hjertemedisin;12.38;64;5054;Rate;Antall;Innbyggere;2013-2015
2;11;Hjertesvikt, poliklinikk;UNN;3;Hjertemedisin;21.53;299;13700;Rate;Antall;Innbyggere;2013-2015
3;11;Hjertesvikt, poliklinikk;Nordland;3;Hjertemedisin;26.39;286;10815;Rate;Antall;Innbyggere;2013-2015
4;11;Hjertesvikt, poliklinikk;Helgeland;3;Hjertemedisin;16.68;113;6721;Rate;Antall;Innbyggere;2013-2015
5;11;Hjertesvikt, poliklinikk;Nord-Trøndelag;3;Hjertemedisin;31.94;360;11219;Rate;Antall;Innbyggere;2013-2015
6;11;Hjertesvikt, poliklinikk;St. Olavs;3;Hjertemedisin;15.6;323;20548;Rate;Antall;Innbyggere;2013-2015
7;11;Hjertesvikt, poliklinikk;Møre og Romsdal;3;Hjertemedisin;16.94;356;20861;Rate;Antall;Innbyggere;2013-2015
8;11;Hjertesvikt, poliklinikk;Førde;3;Hjertemedisin;8.61;83;9515;Rate;Antall;Innbyggere;2013-2015
9;11;Hjertesvikt, poliklinikk;Bergen;3;Hjertemedisin;21.46;627;29339;Rate;Antall;Innbyggere;2013-2015
10;11;Hjertesvikt, poliklinikk;Fonna;3;Hjertemedisin;18.93;252;13192;Rate;Antall;Innbyggere;2013-2015
11;11;Hjertesvikt, poliklinikk;Stavanger;3;Hjertemedisin;26.24;501;19056;Rate;Antall;Innbyggere;2013-2015
12;11;Hjertesvikt, poliklinikk;Østfold;3;Hjertemedisin;20.37;450;21830;Rate;Antall;Innbyggere;2013-2015
13;11;Hjertesvikt, poliklinikk;Akershus;3;Hjertemedisin;16.33;474;28648;Rate;Antall;Innbyggere;2013-2015
14;11;Hjertesvikt, poliklinikk;OUS;3;Hjertemedisin;20.01;294;15113;Rate;Antall;Innbyggere;2013-2015
15;11;Hjertesvikt, poliklinikk;Innlandet;3;Hjertemedisin;13.37;475;35111;Rate;Antall;Innbyggere;2013-2015
16;11;Hjertesvikt, poliklinikk;Vestre Viken;3;Hjertemedisin;27.13;940;34438;Rate;Antall;Innbyggere;2013-2015
17;11;Hjertesvikt, poliklinikk;Vestfold;3;Hjertemedisin;37.4;669;17862;Rate;Antall;Innbyggere;2013-2015
18;11;Hjertesvikt, poliklinikk;Telemark;3;Hjertemedisin;30.02;422;14098;Rate;Antall;Innbyggere;2013-2015
19;11;Hjertesvikt, poliklinikk;Sørlandet;3;Hjertemedisin;34.5;705;20283;Rate;Antall;Innbyggere;2013-2015
20;11;Hjertesvikt, poliklinikk;Indre Oslo;3;Hjertemedisin;41.92;511;12527;Rate;Antall;Innbyggere;2013-2015
8888;11;Hjertesvikt, poliklinikk;Norge;3;Hjertemedisin;22.73;8202;359928;Rate;Antall;Innbyggere;2013-2015
1;12;Hjertesvikt, reinnleggelser;Finnmark;3;Hjertemedisin;20.22;14;70;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
2;12;Hjertesvikt, reinnleggelser;UNN;3;Hjertemedisin;21.68;50;231;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
3;12;Hjertesvikt, reinnleggelser;Nordland;3;Hjertemedisin;25.41;42;166;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
4;12;Hjertesvikt, reinnleggelser;Helgeland;3;Hjertemedisin;22.38;26;115;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
5;12;Hjertesvikt, reinnleggelser;Nord-Trøndelag;3;Hjertemedisin;31.21;63;201;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
6;12;Hjertesvikt, reinnleggelser;St. Olavs;3;Hjertemedisin;23.61;72;303;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
7;12;Hjertesvikt, reinnleggelser;Møre og Romsdal;3;Hjertemedisin;24.69;74;302;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8;12;Hjertesvikt, reinnleggelser;Førde;3;Hjertemedisin;24.75;36;147;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
9;12;Hjertesvikt, reinnleggelser;Bergen;3;Hjertemedisin;27.82;150;538;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
10;12;Hjertesvikt, reinnleggelser;Fonna;3;Hjertemedisin;27.87;71;255;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
11;12;Hjertesvikt, reinnleggelser;Stavanger;3;Hjertemedisin;25.27;63;249;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
12;12;Hjertesvikt, reinnleggelser;Østfold;3;Hjertemedisin;30.23;89;296;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
13;12;Hjertesvikt, reinnleggelser;Akershus;3;Hjertemedisin;27.02;142;520;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
14;12;Hjertesvikt, reinnleggelser;OUS;3;Hjertemedisin;28.2;88;315;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
15;12;Hjertesvikt, reinnleggelser;Innlandet;3;Hjertemedisin;24.44;139;567;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
16;12;Hjertesvikt, reinnleggelser;Vestre Viken;3;Hjertemedisin;24.51;148;601;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
17;12;Hjertesvikt, reinnleggelser;Vestfold;3;Hjertemedisin;24.31;63;257;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
18;12;Hjertesvikt, reinnleggelser;Telemark;3;Hjertemedisin;19.69;45;228;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
19;12;Hjertesvikt, reinnleggelser;Sørlandet;3;Hjertemedisin;21.1;71;337;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
20;12;Hjertesvikt, reinnleggelser;Indre Oslo;3;Hjertemedisin;30.74;76;243;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8888;12;Hjertesvikt, reinnleggelser;Norge;3;Hjertemedisin;25.59;1521;5940;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
1;13;Arbeids-EKG, poliklinisk;Finnmark;3;Hjertemedisin;87.37;453;5054;Rate;Antall;Innbyggere;2013-2015
2;13;Arbeids-EKG, poliklinisk;UNN;3;Hjertemedisin;48.92;681;13700;Rate;Antall;Innbyggere;2013-2015
3;13;Arbeids-EKG, poliklinisk;Nordland;3;Hjertemedisin;38.42;422;10815;Rate;Antall;Innbyggere;2013-2015
4;13;Arbeids-EKG, poliklinisk;Helgeland;3;Hjertemedisin;22.68;158;6721;Rate;Antall;Innbyggere;2013-2015
5;13;Arbeids-EKG, poliklinisk;Nord-Trøndelag;3;Hjertemedisin;25.34;289;11219;Rate;Antall;Innbyggere;2013-2015
6;13;Arbeids-EKG, poliklinisk;St. Olavs;3;Hjertemedisin;33.12;683;20548;Rate;Antall;Innbyggere;2013-2015
7;13;Arbeids-EKG, poliklinisk;Møre og Romsdal;3;Hjertemedisin;31.1;639;20861;Rate;Antall;Innbyggere;2013-2015
8;13;Arbeids-EKG, poliklinisk;Førde;3;Hjertemedisin;23.66;220;9515;Rate;Antall;Innbyggere;2013-2015
9;13;Arbeids-EKG, poliklinisk;Bergen;3;Hjertemedisin;90.28;2642;29339;Rate;Antall;Innbyggere;2013-2015
10;13;Arbeids-EKG, poliklinisk;Fonna;3;Hjertemedisin;70.62;933;13192;Rate;Antall;Innbyggere;2013-2015
11;13;Arbeids-EKG, poliklinisk;Stavanger;3;Hjertemedisin;67.34;1293;19056;Rate;Antall;Innbyggere;2013-2015
12;13;Arbeids-EKG, poliklinisk;Østfold;3;Hjertemedisin;37.49;829;21830;Rate;Antall;Innbyggere;2013-2015
13;13;Arbeids-EKG, poliklinisk;Akershus;3;Hjertemedisin;91.98;2693;28648;Rate;Antall;Innbyggere;2013-2015
14;13;Arbeids-EKG, poliklinisk;OUS;3;Hjertemedisin;66.54;969;15113;Rate;Antall;Innbyggere;2013-2015
15;13;Arbeids-EKG, poliklinisk;Innlandet;3;Hjertemedisin;34.59;1222;35111;Rate;Antall;Innbyggere;2013-2015
16;13;Arbeids-EKG, poliklinisk;Vestre Viken;3;Hjertemedisin;47.69;1646;34438;Rate;Antall;Innbyggere;2013-2015
17;13;Arbeids-EKG, poliklinisk;Vestfold;3;Hjertemedisin;65.28;1179;17862;Rate;Antall;Innbyggere;2013-2015
18;13;Arbeids-EKG, poliklinisk;Telemark;3;Hjertemedisin;49.12;690;14098;Rate;Antall;Innbyggere;2013-2015
19;13;Arbeids-EKG, poliklinisk;Sørlandet;3;Hjertemedisin;62.27;1277;20283;Rate;Antall;Innbyggere;2013-2015
20;13;Arbeids-EKG, poliklinisk;Indre Oslo;3;Hjertemedisin;56.03;682;12527;Rate;Antall;Innbyggere;2013-2015
8888;13;Arbeids-EKG, poliklinisk;Norge;3;Hjertemedisin;54.23;19600;359928;Rate;Antall;Innbyggere;2013-2015
1;14;Langtids-EKG, poliklinisk;Finnmark;3;Hjertemedisin;20.47;104;5054;Rate;Antall;Innbyggere;2013-2015
2;14;Langtids-EKG, poliklinisk;UNN;3;Hjertemedisin;17.91;248;13700;Rate;Antall;Innbyggere;2013-2015
3;14;Langtids-EKG, poliklinisk;Nordland;3;Hjertemedisin;25.28;275;10815;Rate;Antall;Innbyggere;2013-2015
4;14;Langtids-EKG, poliklinisk;Helgeland;3;Hjertemedisin;22.8;156;6721;Rate;Antall;Innbyggere;2013-2015
5;14;Langtids-EKG, poliklinisk;Nord-Trøndelag;3;Hjertemedisin;14.14;160;11219;Rate;Antall;Innbyggere;2013-2015
6;14;Langtids-EKG, poliklinisk;St. Olavs;3;Hjertemedisin;10.05;207;20548;Rate;Antall;Innbyggere;2013-2015
7;14;Langtids-EKG, poliklinisk;Møre og Romsdal;3;Hjertemedisin;21.08;439;20861;Rate;Antall;Innbyggere;2013-2015
8;14;Langtids-EKG, poliklinisk;Førde;3;Hjertemedisin;42.65;402;9515;Rate;Antall;Innbyggere;2013-2015
9;14;Langtids-EKG, poliklinisk;Bergen;3;Hjertemedisin;26.79;784;29339;Rate;Antall;Innbyggere;2013-2015
10;14;Langtids-EKG, poliklinisk;Fonna;3;Hjertemedisin;47.71;630;13192;Rate;Antall;Innbyggere;2013-2015
11;14;Langtids-EKG, poliklinisk;Stavanger;3;Hjertemedisin;20.54;394;19056;Rate;Antall;Innbyggere;2013-2015
12;14;Langtids-EKG, poliklinisk;Østfold;3;Hjertemedisin;16.6;365;21830;Rate;Antall;Innbyggere;2013-2015
13;14;Langtids-EKG, poliklinisk;Akershus;3;Hjertemedisin;30.56;898;28648;Rate;Antall;Innbyggere;2013-2015
14;14;Langtids-EKG, poliklinisk;OUS;3;Hjertemedisin;24.97;366;15113;Rate;Antall;Innbyggere;2013-2015
15;14;Langtids-EKG, poliklinisk;Innlandet;3;Hjertemedisin;19.69;695;35111;Rate;Antall;Innbyggere;2013-2015
16;14;Langtids-EKG, poliklinisk;Vestre Viken;3;Hjertemedisin;28.78;994;34438;Rate;Antall;Innbyggere;2013-2015
17;14;Langtids-EKG, poliklinisk;Vestfold;3;Hjertemedisin;26.86;483;17862;Rate;Antall;Innbyggere;2013-2015
18;14;Langtids-EKG, poliklinisk;Telemark;3;Hjertemedisin;22.7;319;14098;Rate;Antall;Innbyggere;2013-2015
19;14;Langtids-EKG, poliklinisk;Sørlandet;3;Hjertemedisin;39.12;801;20283;Rate;Antall;Innbyggere;2013-2015
20;14;Langtids-EKG, poliklinisk;Indre Oslo;3;Hjertemedisin;26.01;320;12527;Rate;Antall;Innbyggere;2013-2015
8888;14;Langtids-EKG, poliklinisk;Norge;3;Hjertemedisin;25.03;9040;359928;Rate;Antall;Innbyggere;2013-2015
1;15;Ekkokardiografi, poliklinisk;Finnmark;3;Hjertemedisin;158.11;804;5054;Rate;Antall;Innbyggere;2013-2015
2;15;Ekkokardiografi, poliklinisk;UNN;3;Hjertemedisin;75.99;1049;13700;Rate;Antall;Innbyggere;2013-2015
3;15;Ekkokardiografi, poliklinisk;Nordland;3;Hjertemedisin;87.2;946;10815;Rate;Antall;Innbyggere;2013-2015
4;15;Ekkokardiografi, poliklinisk;Helgeland;3;Hjertemedisin;105.19;712;6721;Rate;Antall;Innbyggere;2013-2015
5;15;Ekkokardiografi, poliklinisk;Nord-Trøndelag;3;Hjertemedisin;67.2;760;11219;Rate;Antall;Innbyggere;2013-2015
6;15;Ekkokardiografi, poliklinisk;St. Olavs;3;Hjertemedisin;78.14;1609;20548;Rate;Antall;Innbyggere;2013-2015
7;15;Ekkokardiografi, poliklinisk;Møre og Romsdal;3;Hjertemedisin;70.05;1446;20861;Rate;Antall;Innbyggere;2013-2015
8;15;Ekkokardiografi, poliklinisk;Førde;3;Hjertemedisin;103.03;974;9515;Rate;Antall;Innbyggere;2013-2015
9;15;Ekkokardiografi, poliklinisk;Bergen;3;Hjertemedisin;114.24;3342;29339;Rate;Antall;Innbyggere;2013-2015
10;15;Ekkokardiografi, poliklinisk;Fonna;3;Hjertemedisin;130.86;1727;13192;Rate;Antall;Innbyggere;2013-2015
11;15;Ekkokardiografi, poliklinisk;Stavanger;3;Hjertemedisin;88.77;1698;19056;Rate;Antall;Innbyggere;2013-2015
12;15;Ekkokardiografi, poliklinisk;Østfold;3;Hjertemedisin;56.15;1240;21830;Rate;Antall;Innbyggere;2013-2015
13;15;Ekkokardiografi, poliklinisk;Akershus;3;Hjertemedisin;98.76;2876;28648;Rate;Antall;Innbyggere;2013-2015
14;15;Ekkokardiografi, poliklinisk;OUS;3;Hjertemedisin;81.28;1190;15113;Rate;Antall;Innbyggere;2013-2015
15;15;Ekkokardiografi, poliklinisk;Innlandet;3;Hjertemedisin;56.72;2002;35111;Rate;Antall;Innbyggere;2013-2015
16;15;Ekkokardiografi, poliklinisk;Vestre Viken;3;Hjertemedisin;76.9;2650;34438;Rate;Antall;Innbyggere;2013-2015
17;15;Ekkokardiografi, poliklinisk;Vestfold;3;Hjertemedisin;112.73;2022;17862;Rate;Antall;Innbyggere;2013-2015
18;15;Ekkokardiografi, poliklinisk;Telemark;3;Hjertemedisin;117.58;1650;14098;Rate;Antall;Innbyggere;2013-2015
19;15;Ekkokardiografi, poliklinisk;Sørlandet;3;Hjertemedisin;98.42;2012;20283;Rate;Antall;Innbyggere;2013-2015
20;15;Ekkokardiografi, poliklinisk;Indre Oslo;3;Hjertemedisin;90.33;1104;12527;Rate;Antall;Innbyggere;2013-2015
8888;15;Ekkokardiografi, poliklinisk;Norge;3;Hjertemedisin;88.21;31813;359928;Rate;Antall;Innbyggere;2013-2015
1;16;Pacemaker;Finnmark;3;Hjertemedisin;;20;5054;Rate;Antall;Innbyggere;2013-2015
2;16;Pacemaker;UNN;3;Hjertemedisin;3.83;51;13700;Rate;Antall;Innbyggere;2013-2015
3;16;Pacemaker;Nordland;3;Hjertemedisin;6.23;67;10815;Rate;Antall;Innbyggere;2013-2015
4;16;Pacemaker;Helgeland;3;Hjertemedisin;7.68;51;6721;Rate;Antall;Innbyggere;2013-2015
5;16;Pacemaker;Nord-Trøndelag;3;Hjertemedisin;5.01;56;11219;Rate;Antall;Innbyggere;2013-2015
6;16;Pacemaker;St. Olavs;3;Hjertemedisin;4.56;94;20548;Rate;Antall;Innbyggere;2013-2015
7;16;Pacemaker;Møre og Romsdal;3;Hjertemedisin;4.82;102;20861;Rate;Antall;Innbyggere;2013-2015
8;16;Pacemaker;Førde;3;Hjertemedisin;4.84;46;9515;Rate;Antall;Innbyggere;2013-2015
9;16;Pacemaker;Bergen;3;Hjertemedisin;7.42;218;29339;Rate;Antall;Innbyggere;2013-2015
10;16;Pacemaker;Fonna;3;Hjertemedisin;7.48;99;13192;Rate;Antall;Innbyggere;2013-2015
11;16;Pacemaker;Stavanger;3;Hjertemedisin;3.3;63;19056;Rate;Antall;Innbyggere;2013-2015
12;16;Pacemaker;Østfold;3;Hjertemedisin;5.27;114;21830;Rate;Antall;Innbyggere;2013-2015
13;16;Pacemaker;Akershus;3;Hjertemedisin;6.55;183;28648;Rate;Antall;Innbyggere;2013-2015
14;16;Pacemaker;OUS;3;Hjertemedisin;7.01;106;15113;Rate;Antall;Innbyggere;2013-2015
15;16;Pacemaker;Innlandet;3;Hjertemedisin;4.12;146;35111;Rate;Antall;Innbyggere;2013-2015
16;16;Pacemaker;Vestre Viken;3;Hjertemedisin;6.85;237;34438;Rate;Antall;Innbyggere;2013-2015
17;16;Pacemaker;Vestfold;3;Hjertemedisin;5.37;95;17862;Rate;Antall;Innbyggere;2013-2015
18;16;Pacemaker;Telemark;3;Hjertemedisin;6.41;90;14098;Rate;Antall;Innbyggere;2013-2015
19;16;Pacemaker;Sørlandet;3;Hjertemedisin;3.91;79;20283;Rate;Antall;Innbyggere;2013-2015
20;16;Pacemaker;Indre Oslo;3;Hjertemedisin;5.03;63;12527;Rate;Antall;Innbyggere;2013-2015
8888;16;Pacemaker;Norge;3;Hjertemedisin;5.51;1982;359928;Rate;Antall;Innbyggere;2013-2015
1;17;Lungebetennelse, akutte innleggelser;Finnmark;4;Lungemedisin;28.41;139;5054;Rate;Antall;Innbyggere;2013-2015
2;17;Lungebetennelse, akutte innleggelser;UNN;4;Lungemedisin;26.43;356;13700;Rate;Antall;Innbyggere;2013-2015
3;17;Lungebetennelse, akutte innleggelser;Nordland;4;Lungemedisin;36.69;392;10815;Rate;Antall;Innbyggere;2013-2015
4;17;Lungebetennelse, akutte innleggelser;Helgeland;4;Lungemedisin;35.79;239;6721;Rate;Antall;Innbyggere;2013-2015
5;17;Lungebetennelse, akutte innleggelser;Nord-Trøndelag;4;Lungemedisin;34.55;390;11219;Rate;Antall;Innbyggere;2013-2015
6;17;Lungebetennelse, akutte innleggelser;St. Olavs;4;Lungemedisin;30.59;628;20548;Rate;Antall;Innbyggere;2013-2015
7;17;Lungebetennelse, akutte innleggelser;Møre og Romsdal;4;Lungemedisin;35.81;765;20861;Rate;Antall;Innbyggere;2013-2015
8;17;Lungebetennelse, akutte innleggelser;Førde;4;Lungemedisin;29.73;293;9515;Rate;Antall;Innbyggere;2013-2015
9;17;Lungebetennelse, akutte innleggelser;Bergen;4;Lungemedisin;37.46;1105;29339;Rate;Antall;Innbyggere;2013-2015
10;17;Lungebetennelse, akutte innleggelser;Fonna;4;Lungemedisin;43.04;571;13192;Rate;Antall;Innbyggere;2013-2015
11;17;Lungebetennelse, akutte innleggelser;Stavanger;4;Lungemedisin;46.11;876;19056;Rate;Antall;Innbyggere;2013-2015
12;17;Lungebetennelse, akutte innleggelser;Østfold;4;Lungemedisin;30.07;648;21830;Rate;Antall;Innbyggere;2013-2015
13;17;Lungebetennelse, akutte innleggelser;Akershus;4;Lungemedisin;36.9;1025;28648;Rate;Antall;Innbyggere;2013-2015
14;17;Lungebetennelse, akutte innleggelser;OUS;4;Lungemedisin;36.87;574;15113;Rate;Antall;Innbyggere;2013-2015
15;17;Lungebetennelse, akutte innleggelser;Innlandet;4;Lungemedisin;35.34;1248;35111;Rate;Antall;Innbyggere;2013-2015
16;17;Lungebetennelse, akutte innleggelser;Vestre Viken;4;Lungemedisin;28.21;978;34438;Rate;Antall;Innbyggere;2013-2015
17;17;Lungebetennelse, akutte innleggelser;Vestfold;4;Lungemedisin;35.08;624;17862;Rate;Antall;Innbyggere;2013-2015
18;17;Lungebetennelse, akutte innleggelser;Telemark;4;Lungemedisin;31.28;444;14098;Rate;Antall;Innbyggere;2013-2015
19;17;Lungebetennelse, akutte innleggelser;Sørlandet;4;Lungemedisin;31.93;643;20283;Rate;Antall;Innbyggere;2013-2015
20;17;Lungebetennelse, akutte innleggelser;Indre Oslo;4;Lungemedisin;41.9;541;12527;Rate;Antall;Innbyggere;2013-2015
8888;17;Lungebetennelse, akutte innleggelser;Norge;4;Lungemedisin;34.67;12477;359928;Rate;Antall;Innbyggere;2013-2015
1;18;Lungebetennelse, reinnleggelser;Finnmark;4;Lungemedisin;21.98;26;118;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
2;18;Lungebetennelse, reinnleggelser;UNN;4;Lungemedisin;18.88;58;309;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
3;18;Lungebetennelse, reinnleggelser;Nordland;4;Lungemedisin;22.6;76;334;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
4;18;Lungebetennelse, reinnleggelser;Helgeland;4;Lungemedisin;20.13;43;209;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
5;18;Lungebetennelse, reinnleggelser;Nord-Trøndelag;4;Lungemedisin;25.15;86;343;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
6;18;Lungebetennelse, reinnleggelser;St. Olavs;4;Lungemedisin;19.07;102;534;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
7;18;Lungebetennelse, reinnleggelser;Møre og Romsdal;4;Lungemedisin;20.8;132;638;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8;18;Lungebetennelse, reinnleggelser;Førde;4;Lungemedisin;21.2;52;247;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
9;18;Lungebetennelse, reinnleggelser;Bergen;4;Lungemedisin;22.47;214;953;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
10;18;Lungebetennelse, reinnleggelser;Fonna;4;Lungemedisin;22.49;111;495;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
11;18;Lungebetennelse, reinnleggelser;Stavanger;4;Lungemedisin;20.9;154;737;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
12;18;Lungebetennelse, reinnleggelser;Østfold;4;Lungemedisin;23.1;125;542;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
13;18;Lungebetennelse, reinnleggelser;Akershus;4;Lungemedisin;23.05;201;864;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
14;18;Lungebetennelse, reinnleggelser;OUS;4;Lungemedisin;20.72;99;484;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
15;18;Lungebetennelse, reinnleggelser;Innlandet;4;Lungemedisin;21.36;223;1040;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
16;18;Lungebetennelse, reinnleggelser;Vestre Viken;4;Lungemedisin;19.94;166;835;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
17;18;Lungebetennelse, reinnleggelser;Vestfold;4;Lungemedisin;24.02;129;539;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
18;18;Lungebetennelse, reinnleggelser;Telemark;4;Lungemedisin;19.82;72;366;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
19;18;Lungebetennelse, reinnleggelser;Sørlandet;4;Lungemedisin;22.62;123;539;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
20;18;Lungebetennelse, reinnleggelser;Indre Oslo;4;Lungemedisin;27.1;120;452;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8888;18;Lungebetennelse, reinnleggelser;Norge;4;Lungemedisin;21.87;2312;10577;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
1;19;Kols, akutte innleggelser;Finnmark;4;Lungemedisin;22.16;113;5054;Rate;Antall;Innbyggere;2013-2015
2;19;Kols, akutte innleggelser;UNN;4;Lungemedisin;24.66;334;13700;Rate;Antall;Innbyggere;2013-2015
3;19;Kols, akutte innleggelser;Nordland;4;Lungemedisin;25.02;269;10815;Rate;Antall;Innbyggere;2013-2015
4;19;Kols, akutte innleggelser;Helgeland;4;Lungemedisin;18.96;128;6721;Rate;Antall;Innbyggere;2013-2015
5;19;Kols, akutte innleggelser;Nord-Trøndelag;4;Lungemedisin;25.1;285;11219;Rate;Antall;Innbyggere;2013-2015
6;19;Kols, akutte innleggelser;St. Olavs;4;Lungemedisin;23.66;487;20548;Rate;Antall;Innbyggere;2013-2015
7;19;Kols, akutte innleggelser;Møre og Romsdal;4;Lungemedisin;20.02;419;20861;Rate;Antall;Innbyggere;2013-2015
8;19;Kols, akutte innleggelser;Førde;4;Lungemedisin;17.35;166;9515;Rate;Antall;Innbyggere;2013-2015
9;19;Kols, akutte innleggelser;Bergen;4;Lungemedisin;24.98;731;29339;Rate;Antall;Innbyggere;2013-2015
10;19;Kols, akutte innleggelser;Fonna;4;Lungemedisin;27.45;362;13192;Rate;Antall;Innbyggere;2013-2015
11;19;Kols, akutte innleggelser;Stavanger;4;Lungemedisin;24.25;463;19056;Rate;Antall;Innbyggere;2013-2015
12;19;Kols, akutte innleggelser;Østfold;4;Lungemedisin;19.58;428;21830;Rate;Antall;Innbyggere;2013-2015
13;19;Kols, akutte innleggelser;Akershus;4;Lungemedisin;23.34;667;28648;Rate;Antall;Innbyggere;2013-2015
14;19;Kols, akutte innleggelser;OUS;4;Lungemedisin;27.69;416;15113;Rate;Antall;Innbyggere;2013-2015
15;19;Kols, akutte innleggelser;Innlandet;4;Lungemedisin;21.37;756;35111;Rate;Antall;Innbyggere;2013-2015
16;19;Kols, akutte innleggelser;Vestre Viken;4;Lungemedisin;21.32;734;34438;Rate;Antall;Innbyggere;2013-2015
17;19;Kols, akutte innleggelser;Vestfold;4;Lungemedisin;25.98;464;17862;Rate;Antall;Innbyggere;2013-2015
18;19;Kols, akutte innleggelser;Telemark;4;Lungemedisin;21.5;302;14098;Rate;Antall;Innbyggere;2013-2015
19;19;Kols, akutte innleggelser;Sørlandet;4;Lungemedisin;19.69;400;20283;Rate;Antall;Innbyggere;2013-2015
20;19;Kols, akutte innleggelser;Indre Oslo;4;Lungemedisin;20.44;254;12527;Rate;Antall;Innbyggere;2013-2015
8888;19;Kols, akutte innleggelser;Norge;4;Lungemedisin;22.73;8180;359928;Rate;Antall;Innbyggere;2013-2015
1;20;Kols, reinnleggelser;Finnmark;4;Lungemedisin;24.78;25;102;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
2;20;Kols, reinnleggelser;UNN;4;Lungemedisin;27.55;84;304;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
3;20;Kols, reinnleggelser;Nordland;4;Lungemedisin;28.35;69;242;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
4;20;Kols, reinnleggelser;Helgeland;4;Lungemedisin;27.99;33;117;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
5;20;Kols, reinnleggelser;Nord-Trøndelag;4;Lungemedisin;28.6;75;260;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
6;20;Kols, reinnleggelser;St. Olavs;4;Lungemedisin;30.05;133;444;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
7;20;Kols, reinnleggelser;Møre og Romsdal;4;Lungemedisin;28.47;107;375;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8;20;Kols, reinnleggelser;Førde;4;Lungemedisin;25.69;38;148;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
9;20;Kols, reinnleggelser;Bergen;4;Lungemedisin;29.65;200;675;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
10;20;Kols, reinnleggelser;Fonna;4;Lungemedisin;30.49;101;332;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
