area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
13;12;Uncomplicated births;Akershus;3;Primiparous;596.86;1290;2176;Rate;Number;Births;2015-2017
14;12;Uncomplicated births;OUS;3;Primiparous;608.22;1165;2008;Rate;Number;Births;2015-2017
15;12;Uncomplicated births;Lovisenberg;3;Primiparous;620.26;926;1594;Rate;Number;Births;2015-2017
16;12;Uncomplicated births;Diakonhjemmet;3;Primiparous;628.13;526;905;Rate;Number;Births;2015-2017
17;12;Uncomplicated births;Innlandet;3;Primiparous;567.83;835;1435;Rate;Number;Births;2015-2017
18;12;Uncomplicated births;Vestre Viken;3;Primiparous;578.3;1117;1958;Rate;Number;Births;2015-2017
19;12;Uncomplicated births;Vestfold;3;Primiparous;675.97;606;889;Rate;Number;Births;2015-2017
20;12;Uncomplicated births;Telemark;3;Primiparous;604.74;399;643;Rate;Number;Births;2015-2017
21;12;Uncomplicated births;Sørlandet;3;Primiparous;596.18;763;1246;Rate;Number;Births;2015-2017
8888;12;Uncomplicated births;Norway;3;Primiparous;596.74;14591;24452;Rate;Number;Births;2015-2017
1;13;Induction;Finnmark;3;Primiparous;198.85;59;305;Rate;Number;Births;2015-2017
2;13;Induction;UNN;3;Primiparous;206.53;167;818;Rate;Number;Births;2015-2017
3;13;Induction;Nordland;3;Primiparous;192.26;102;541;Rate;Number;Births;2015-2017
4;13;Induction;Helgeland;3;Primiparous;215.01;60;290;Rate;Number;Births;2015-2017
5;13;Induction;Nord-Trøndelag;3;Primiparous;265.63;131;512;Rate;Number;Births;2015-2017
6;13;Induction;St. Olavs;3;Primiparous;228.72;355;1564;Rate;Number;Births;2015-2017
7;13;Induction;Møre og Romsdal;3;Primiparous;270.51;279;1049;Rate;Number;Births;2015-2017
8;13;Induction;Førde;3;Primiparous;223.41;86;389;Rate;Number;Births;2015-2017
9;13;Induction;Bergen;3;Primiparous;224.94;515;2296;Rate;Number;Births;2015-2017
10;13;Induction;Fonna;3;Primiparous;256.43;184;739;Rate;Number;Births;2015-2017
11;13;Induction;Stavanger;3;Primiparous;283.27;539;1917;Rate;Number;Births;2015-2017
12;13;Induction;Østfold;3;Primiparous;265.39;307;1176;Rate;Number;Births;2015-2017
13;13;Induction;Akershus;3;Primiparous;244.2;533;2176;Rate;Number;Births;2015-2017
14;13;Induction;OUS;3;Primiparous;224.84;467;2008;Rate;Number;Births;2015-2017
15;13;Induction;Lovisenberg;3;Primiparous;227.02;379;1594;Rate;Number;Births;2015-2017
16;13;Induction;Diakonhjemmet;3;Primiparous;218.04;209;905;Rate;Number;Births;2015-2017
17;13;Induction;Innlandet;3;Primiparous;231.63;327;1435;Rate;Number;Births;2015-2017
18;13;Induction;Vestre Viken;3;Primiparous;251.99;498;1958;Rate;Number;Births;2015-2017
19;13;Induction;Vestfold;3;Primiparous;221.47;196;889;Rate;Number;Births;2015-2017
20;13;Induction;Telemark;3;Primiparous;257.72;162;643;Rate;Number;Births;2015-2017
21;13;Induction;Sørlandet;3;Primiparous;251.95;308;1246;Rate;Number;Births;2015-2017
8888;13;Induction;Norway;3;Primiparous;239.75;5862;24452;Rate;Number;Births;2015-2017
1;14;Epidural;Finnmark;3;Primiparous;350.45;83;240;Rate;Number;Births;2015-2017
2;14;Epidural;UNN;3;Primiparous;339.19;219;652;Rate;Number;Births;2015-2017
3;14;Epidural;Nordland;3;Primiparous;492.07;218;448;Rate;Number;Births;2015-2017
4;14;Epidural;Helgeland;3;Primiparous;444.03;105;240;Rate;Number;Births;2015-2017
5;14;Epidural;Nord-Trøndelag;3;Primiparous;506.18;199;400;Rate;Number;Births;2015-2017
6;14;Epidural;St. Olavs;3;Primiparous;521.04;652;1255;Rate;Number;Births;2015-2017
7;14;Epidural;Møre og Romsdal;3;Primiparous;523.46;442;851;Rate;Number;Births;2015-2017
8;14;Epidural;Førde;3;Primiparous;572.09;183;323;Rate;Number;Births;2015-2017
9;14;Epidural;Bergen;3;Primiparous;625.8;1240;1983;Rate;Number;Births;2015-2017
10;14;Epidural;Fonna;3;Primiparous;522.41;331;642;Rate;Number;Births;2015-2017
11;14;Epidural;Stavanger;3;Primiparous;532.12;855;1611;Rate;Number;Births;2015-2017
12;14;Epidural;Østfold;3;Primiparous;412.7;384;939;Rate;Number;Births;2015-2017
13;14;Epidural;Akershus;3;Primiparous;574.9;1010;1753;Rate;Number;Births;2015-2017
14;14;Epidural;OUS;3;Primiparous;613.39;1012;1625;Rate;Number;Births;2015-2017
15;14;Epidural;Lovisenberg;3;Primiparous;598.89;797;1302;Rate;Number;Births;2015-2017
16;14;Epidural;Diakonhjemmet;3;Primiparous;636.61;491;752;Rate;Number;Births;2015-2017
17;14;Epidural;Innlandet;3;Primiparous;448.23;500;1125;Rate;Number;Births;2015-2017
18;14;Epidural;Vestre Viken;3;Primiparous;541.95;859;1579;Rate;Number;Births;2015-2017
19;14;Epidural;Vestfold;3;Primiparous;488.8;363;746;Rate;Number;Births;2015-2017
20;14;Epidural;Telemark;3;Primiparous;532.02;278;527;Rate;Number;Births;2015-2017
21;14;Epidural;Sørlandet;3;Primiparous;392.83;401;1029;Rate;Number;Births;2015-2017
8888;14;Epidural;Norway;3;Primiparous;530.62;10623;20020;Rate;Number;Births;2015-2017
1;15;Episiotomy;Finnmark;3;Primiparous;237.11;54;240;Rate;Number;Births;2015-2017
2;15;Episiotomy;UNN;3;Primiparous;288.2;182;652;Rate;Number;Births;2015-2017
3;15;Episiotomy;Nordland;3;Primiparous;322.4;138;448;Rate;Number;Births;2015-2017
4;15;Episiotomy;Helgeland;3;Primiparous;292.05;65;240;Rate;Number;Births;2015-2017
5;15;Episiotomy;Nord-Trøndelag;3;Primiparous;348.42;130;400;Rate;Number;Births;2015-2017
6;15;Episiotomy;St. Olavs;3;Primiparous;230.65;287;1255;Rate;Number;Births;2015-2017
7;15;Episiotomy;Møre og Romsdal;3;Primiparous;411.77;341;851;Rate;Number;Births;2015-2017
8;15;Episiotomy;Førde;3;Primiparous;224.5;71;323;Rate;Number;Births;2015-2017
9;15;Episiotomy;Bergen;3;Primiparous;428.89;850;1983;Rate;Number;Births;2015-2017
10;15;Episiotomy;Fonna;3;Primiparous;362.74;222;642;Rate;Number;Births;2015-2017
11;15;Episiotomy;Stavanger;3;Primiparous;407.27;651;1611;Rate;Number;Births;2015-2017
12;15;Episiotomy;Østfold;3;Primiparous;350.18;319;939;Rate;Number;Births;2015-2017
13;15;Episiotomy;Akershus;3;Primiparous;346.91;613;1753;Rate;Number;Births;2015-2017
14;15;Episiotomy;OUS;3;Primiparous;417.64;715;1625;Rate;Number;Births;2015-2017
15;15;Episiotomy;Lovisenberg;3;Primiparous;410.67;574;1302;Rate;Number;Births;2015-2017
16;15;Episiotomy;Diakonhjemmet;3;Primiparous;420.13;344;752;Rate;Number;Births;2015-2017
17;15;Episiotomy;Innlandet;3;Primiparous;380.38;415;1125;Rate;Number;Births;2015-2017
18;15;Episiotomy;Vestre Viken;3;Primiparous;383.49;616;1579;Rate;Number;Births;2015-2017
19;15;Episiotomy;Vestfold;3;Primiparous;260.76;192;746;Rate;Number;Births;2015-2017
20;15;Episiotomy;Telemark;3;Primiparous;431.56;221;527;Rate;Number;Births;2015-2017
21;15;Episiotomy;Sørlandet;3;Primiparous;319.31;318;1029;Rate;Number;Births;2015-2017
8888;15;Episiotomy;Norway;3;Primiparous;365.65;7320;20020;Rate;Number;Births;2015-2017
1;16;Operative vaginal delivery;Finnmark;3;Primiparous;139.83;31;240;Rate;Number;Births;2015-2017
2;16;Operative vaginal delivery;UNN;3;Primiparous;156.63;98;652;Rate;Number;Births;2015-2017
3;16;Operative vaginal delivery;Nordland;3;Primiparous;195.06;82;448;Rate;Number;Births;2015-2017
4;16;Operative vaginal delivery;Helgeland;3;Primiparous;203.79;44;240;Rate;Number;Births;2015-2017
5;16;Operative vaginal delivery;Nord-Trøndelag;3;Primiparous;200.11;72;400;Rate;Number;Births;2015-2017
6;16;Operative vaginal delivery;St. Olavs;3;Primiparous;211.29;262;1255;Rate;Number;Births;2015-2017
7;16;Operative vaginal delivery;Møre og Romsdal;3;Primiparous;222.48;182;851;Rate;Number;Births;2015-2017
8;16;Operative vaginal delivery;Førde;3;Primiparous;187.63;58;323;Rate;Number;Births;2015-2017
9;16;Operative vaginal delivery;Bergen;3;Primiparous;271.19;537;1983;Rate;Number;Births;2015-2017
10;16;Operative vaginal delivery;Fonna;3;Primiparous;249.95;150;642;Rate;Number;Births;2015-2017
11;16;Operative vaginal delivery;Stavanger;3;Primiparous;300.25;478;1611;Rate;Number;Births;2015-2017
12;16;Operative vaginal delivery;Østfold;3;Primiparous;199.57;179;939;Rate;Number;Births;2015-2017
13;16;Operative vaginal delivery;Akershus;3;Primiparous;222.56;394;1753;Rate;Number;Births;2015-2017
14;16;Operative vaginal delivery;OUS;3;Primiparous;227.08;399;1625;Rate;Number;Births;2015-2017
15;16;Operative vaginal delivery;Lovisenberg;3;Primiparous;227.86;330;1302;Rate;Number;Births;2015-2017
16;16;Operative vaginal delivery;Diakonhjemmet;3;Primiparous;231.25;197;752;Rate;Number;Births;2015-2017
17;16;Operative vaginal delivery;Innlandet;3;Primiparous;228.13;245;1125;Rate;Number;Births;2015-2017
18;16;Operative vaginal delivery;Vestre Viken;3;Primiparous;244.1;395;1579;Rate;Number;Births;2015-2017
19;16;Operative vaginal delivery;Vestfold;3;Primiparous;134.05;98;746;Rate;Number;Births;2015-2017
20;16;Operative vaginal delivery;Telemark;3;Primiparous;196.8;99;527;Rate;Number;Births;2015-2017
21;16;Operative vaginal delivery;Sørlandet;3;Primiparous;226.02;222;1029;Rate;Number;Births;2015-2017
8888;16;Operative vaginal delivery;Norway;3;Primiparous;227.41;4553;20020;Rate;Number;Births;2015-2017
1;17;Operative vaginal delivery, Robson group 1;Finnmark;3;Primiparous;132.41;26;211;Rate;Number;Births;2015-2017
2;17;Operative vaginal delivery, Robson group 1;UNN;3;Primiparous;125.94;68;560;Rate;Number;Births;2015-2017
3;17;Operative vaginal delivery, Robson group 1;Nordland;3;Primiparous;169.44;61;383;Rate;Number;Births;2015-2017
4;17;Operative vaginal delivery, Robson group 1;Helgeland;3;Primiparous;177.98;32;195;Rate;Number;Births;2015-2017
5;17;Operative vaginal delivery, Robson group 1;Nord-Trøndelag;3;Primiparous;158.08;46;320;Rate;Number;Births;2015-2017
6;17;Operative vaginal delivery, Robson group 1;St. Olavs;3;Primiparous;172.85;179;1039;Rate;Number;Births;2015-2017
7;17;Operative vaginal delivery, Robson group 1;Møre og Romsdal;3;Primiparous;176.51;114;670;Rate;Number;Births;2015-2017
8;17;Operative vaginal delivery, Robson group 1;Førde;3;Primiparous;150.24;39;265;Rate;Number;Births;2015-2017
9;17;Operative vaginal delivery, Robson group 1;Bergen;3;Primiparous;230.09;361;1568;Rate;Number;Births;2015-2017
10;17;Operative vaginal delivery, Robson group 1;Fonna;3;Primiparous;216.15;98;481;Rate;Number;Births;2015-2017
11;17;Operative vaginal delivery, Robson group 1;Stavanger;3;Primiparous;253.39;299;1196;Rate;Number;Births;2015-2017
12;17;Operative vaginal delivery, Robson group 1;Østfold;3;Primiparous;155.35;110;736;Rate;Number;Births;2015-2017
13;17;Operative vaginal delivery, Robson group 1;Akershus;3;Primiparous;194.26;271;1383;Rate;Number;Births;2015-2017
14;17;Operative vaginal delivery, Robson group 1;OUS;3;Primiparous;195.05;270;1290;Rate;Number;Births;2015-2017
15;17;Operative vaginal delivery, Robson group 1;Lovisenberg;3;Primiparous;194.44;222;1039;Rate;Number;Births;2015-2017
16;17;Operative vaginal delivery, Robson group 1;Diakonhjemmet;3;Primiparous;197.49;128;581;Rate;Number;Births;2015-2017
17;17;Operative vaginal delivery, Robson group 1;Innlandet;3;Primiparous;186.79;163;910;Rate;Number;Births;2015-2017
18;17;Operative vaginal delivery, Robson group 1;Vestre Viken;3;Primiparous;213.65;266;1215;Rate;Number;Births;2015-2017
19;17;Operative vaginal delivery, Robson group 1;Vestfold;3;Primiparous;112.62;66;593;Rate;Number;Births;2015-2017
20;17;Operative vaginal delivery, Robson group 1;Telemark;3;Primiparous;181.27;71;409;Rate;Number;Births;2015-2017
21;17;Operative vaginal delivery, Robson group 1;Sørlandet;3;Primiparous;182.44;139;800;Rate;Number;Births;2015-2017
8888;17;Operative vaginal delivery, Robson group 1;Norway;3;Primiparous;191.16;3029;15846;Rate;Number;Births;2015-2017
1;18;Emergency caesarean sections;Finnmark;3;Primiparous;178.97;51;305;Rate;Number;Births;2015-2017
2;18;Emergency caesarean sections;UNN;3;Primiparous;176.69;139;818;Rate;Number;Births;2015-2017
3;18;Emergency caesarean sections;Nordland;3;Primiparous;155.41;79;541;Rate;Number;Births;2015-2017
4;18;Emergency caesarean sections;Helgeland;3;Primiparous;155.65;41;290;Rate;Number;Births;2015-2017
5;18;Emergency caesarean sections;Nord-Trøndelag;3;Primiparous;201.69;94;512;Rate;Number;Births;2015-2017
6;18;Emergency caesarean sections;St. Olavs;3;Primiparous;162.18;250;1564;Rate;Number;Births;2015-2017
7;18;Emergency caesarean sections;Møre og Romsdal;3;Primiparous;167.64;169;1049;Rate;Number;Births;2015-2017
8;18;Emergency caesarean sections;Førde;3;Primiparous;142.53;53;389;Rate;Number;Births;2015-2017
9;18;Emergency caesarean sections;Bergen;3;Primiparous;115.35;263;2296;Rate;Number;Births;2015-2017
10;18;Emergency caesarean sections;Fonna;3;Primiparous;115.03;79;739;Rate;Number;Births;2015-2017
11;18;Emergency caesarean sections;Stavanger;3;Primiparous;135.18;255;1917;Rate;Number;Births;2015-2017
12;18;Emergency caesarean sections;Østfold;3;Primiparous;175.06;197;1176;Rate;Number;Births;2015-2017
13;18;Emergency caesarean sections;Akershus;3;Primiparous;156.72;345;2176;Rate;Number;Births;2015-2017
14;18;Emergency caesarean sections;OUS;3;Primiparous;138.11;300;2008;Rate;Number;Births;2015-2017
15;18;Emergency caesarean sections;Lovisenberg;3;Primiparous;128.03;228;1594;Rate;Number;Births;2015-2017
16;18;Emergency caesarean sections;Diakonhjemmet;3;Primiparous;106.19;109;905;Rate;Number;Births;2015-2017
17;18;Emergency caesarean sections;Innlandet;3;Primiparous;176.16;242;1435;Rate;Number;Births;2015-2017
18;18;Emergency caesarean sections;Vestre Viken;3;Primiparous;147.64;296;1958;Rate;Number;Births;2015-2017
19;18;Emergency caesarean sections;Vestfold;3;Primiparous;130.98;115;889;Rate;Number;Births;2015-2017
20;18;Emergency caesarean sections;Telemark;3;Primiparous;149.21;91;643;Rate;Number;Births;2015-2017
21;18;Emergency caesarean sections;Sørlandet;3;Primiparous;141.91;168;1246;Rate;Number;Births;2015-2017
8888;18;Emergency caesarean sections;Norway;3;Primiparous;145.81;3565;24452;Rate;Number;Births;2015-2017
1;19;Emergency caesarean sections, Robson group 1;Finnmark;3;Primiparous;106.87;21;211;Rate;Number;Births;2015-2017
2;19;Emergency caesarean sections, Robson group 1;UNN;3;Primiparous;123.42;66;560;Rate;Number;Births;2015-2017
3;19;Emergency caesarean sections, Robson group 1;Nordland;3;Primiparous;78.94;28;383;Rate;Number;Births;2015-2017
4;19;Emergency caesarean sections, Robson group 1;Helgeland;3;Primiparous;83.87;15;195;Rate;Number;Births;2015-2017
5;19;Emergency caesarean sections, Robson group 1;Nord-Trøndelag;3;Primiparous;119.58;34;320;Rate;Number;Births;2015-2017
6;19;Emergency caesarean sections, Robson group 1;St. Olavs;3;Primiparous;104.36;107;1039;Rate;Number;Births;2015-2017
7;19;Emergency caesarean sections, Robson group 1;Møre og Romsdal;3;Primiparous;100.59;64;670;Rate;Number;Births;2015-2017
8;19;Emergency caesarean sections, Robson group 1;Førde;3;Primiparous;100.42;26;265;Rate;Number;Births;2015-2017
9;19;Emergency caesarean sections, Robson group 1;Bergen;3;Primiparous;63.46;99;1568;Rate;Number;Births;2015-2017
10;19;Emergency caesarean sections, Robson group 1;Fonna;3;Primiparous;64.84;29;481;Rate;Number;Births;2015-2017
11;19;Emergency caesarean sections, Robson group 1;Stavanger;3;Primiparous;76.62;90;1196;Rate;Number;Births;2015-2017
12;19;Emergency caesarean sections, Robson group 1;Østfold;3;Primiparous;93.96;66;736;Rate;Number;Births;2015-2017
13;19;Emergency caesarean sections, Robson group 1;Akershus;3;Primiparous;91.76;128;1383;Rate;Number;Births;2015-2017
14;19;Emergency caesarean sections, Robson group 1;OUS;3;Primiparous;74.87;105;1290;Rate;Number;Births;2015-2017
15;19;Emergency caesarean sections, Robson group 1;Lovisenberg;3;Primiparous;73.79;86;1039;Rate;Number;Births;2015-2017
16;19;Emergency caesarean sections, Robson group 1;Diakonhjemmet;3;Primiparous;58.85;39;581;Rate;Number;Births;2015-2017
17;19;Emergency caesarean sections, Robson group 1;Innlandet;3;Primiparous;102.84;89;910;Rate;Number;Births;2015-2017
18;19;Emergency caesarean sections, Robson group 1;Vestre Viken;3;Primiparous;83.29;104;1215;Rate;Number;Births;2015-2017
19;19;Emergency caesarean sections, Robson group 1;Vestfold;3;Primiparous;69.59;41;593;Rate;Number;Births;2015-2017
20;19;Emergency caesarean sections, Robson group 1;Telemark;3;Primiparous;80.2;31;409;Rate;Number;Births;2015-2017
21;19;Emergency caesarean sections, Robson group 1;Sørlandet;3;Primiparous;76.75;58;800;Rate;Number;Births;2015-2017
8888;19;Emergency caesarean sections, Robson group 1;Norway;3;Primiparous;83.79;1328;15846;Rate;Number;Births;2015-2017
1;20;Planned caesarean sections;Finnmark;3;Primiparous;51;14;305;Rate;Number;Births;2015-2017
2;20;Planned caesarean sections;UNN;3;Primiparous;36.16;28;818;Rate;Number;Births;2015-2017
3;20;Planned caesarean sections;Nordland;3;Primiparous;27.9;14;541;Rate;Number;Births;2015-2017
4;20;Planned caesarean sections;Helgeland;3;Primiparous;38.07;9;290;Rate;Number;Births;2015-2017
5;20;Planned caesarean sections;Nord-Trøndelag;3;Primiparous;42.36;18;512;Rate;Number;Births;2015-2017
6;20;Planned caesarean sections;St. Olavs;3;Primiparous;37.24;57;1564;Rate;Number;Births;2015-2017
7;20;Planned caesarean sections;Møre og Romsdal;3;Primiparous;28.98;28;1049;Rate;Number;Births;2015-2017
8;20;Planned caesarean sections;Førde;3;Primiparous;36.62;13;389;Rate;Number;Births;2015-2017
9;20;Planned caesarean sections;Bergen;3;Primiparous;21.83;50;2296;Rate;Number;Births;2015-2017
10;20;Planned caesarean sections;Fonna;3;Primiparous;28.65;19;739;Rate;Number;Births;2015-2017
11;20;Planned caesarean sections;Stavanger;3;Primiparous;27.44;51;1917;Rate;Number;Births;2015-2017
12;20;Planned caesarean sections;Østfold;3;Primiparous;36.33;40;1176;Rate;Number;Births;2015-2017
13;20;Planned caesarean sections;Akershus;3;Primiparous;34.85;77;2176;Rate;Number;Births;2015-2017
14;20;Planned caesarean sections;OUS;3;Primiparous;35.88;82;2008;Rate;Number;Births;2015-2017
15;20;Planned caesarean sections;Lovisenberg;3;Primiparous;34.04;65;1594;Rate;Number;Births;2015-2017
16;20;Planned caesarean sections;Diakonhjemmet;3;Primiparous;39.58;44;905;Rate;Number;Births;2015-2017
17;20;Planned caesarean sections;Innlandet;3;Primiparous;50.88;68;1435;Rate;Number;Births;2015-2017
18;20;Planned caesarean sections;Vestre Viken;3;Primiparous;40.92;83;1958;Rate;Number;Births;2015-2017
19;20;Planned caesarean sections;Vestfold;3;Primiparous;33.09;29;889;Rate;Number;Births;2015-2017
20;20;Planned caesarean sections;Telemark;3;Primiparous;41.92;25;643;Rate;Number;Births;2015-2017
21;20;Planned caesarean sections;Sørlandet;3;Primiparous;42.46;49;1246;Rate;Number;Births;2015-2017
8888;20;Planned caesarean sections;Norway;3;Primiparous;35.25;862;24452;Rate;Number;Births;2015-2017
1;21;Uncomplicated births;Finnmark;3;Multiparous;761.6;340;444;Rate;Number;Births;2015-2017
2;21;Uncomplicated births;UNN;3;Multiparous;768.4;875;1135;Rate;Number;Births;2015-2017
3;21;Uncomplicated births;Nordland;3;Multiparous;793.04;665;832;Rate;Number;Births;2015-2017
4;21;Uncomplicated births;Helgeland;3;Multiparous;789.29;355;442;Rate;Number;Births;2015-2017
5;21;Uncomplicated births;Nord-Trøndelag;3;Multiparous;718.83;627;861;Rate;Number;Births;2015-2017
6;21;Uncomplicated births;St. Olavs;3;Multiparous;781.14;1593;2033;Rate;Number;Births;2015-2017
7;21;Uncomplicated births;Møre og Romsdal;3;Multiparous;778.87;1302;1662;Rate;Number;Births;2015-2017
8;21;Uncomplicated births;Førde;3;Multiparous;808.69;566;698;Rate;Number;Births;2015-2017
9;21;Uncomplicated births;Bergen;3;Multiparous;825.47;2598;3146;Rate;Number;Births;2015-2017
10;21;Uncomplicated births;Fonna;3;Multiparous;812.15;1017;1237;Rate;Number;Births;2015-2017
11;21;Uncomplicated births;Stavanger;3;Multiparous;795.12;2286;2864;Rate;Number;Births;2015-2017
12;21;Uncomplicated births;Østfold;3;Multiparous;744.32;1238;1656;Rate;Number;Births;2015-2017
13;21;Uncomplicated births;Akershus;3;Multiparous;785.82;2503;3205;Rate;Number;Births;2015-2017
14;21;Uncomplicated births;OUS;3;Multiparous;791.77;1581;2033;Rate;Number;Births;2015-2017
15;21;Uncomplicated births;Lovisenberg;3;Multiparous;805.88;819;1035;Rate;Number;Births;2015-2017
16;21;Uncomplicated births;Diakonhjemmet;3;Multiparous;794.17;625;810;Rate;Number;Births;2015-2017
17;21;Uncomplicated births;Innlandet;3;Multiparous;751.89;1545;2043;Rate;Number;Births;2015-2017
18;21;Uncomplicated births;Vestre Viken;3;Multiparous;781.31;2202;2845;Rate;Number;Births;2015-2017
19;21;Uncomplicated births;Vestfold;3;Multiparous;803.49;1040;1289;Rate;Number;Births;2015-2017
20;21;Uncomplicated births;Telemark;3;Multiparous;775.56;713;910;Rate;Number;Births;2015-2017
21;21;Uncomplicated births;Sørlandet;3;Multiparous;789.26;1542;1942;Rate;Number;Births;2015-2017
8888;21;Uncomplicated births;Norway;3;Multiparous;785.98;26032;33120;Rate;Number;Births;2015-2017
1;22;Induction;Finnmark;3;Multiparous;191.18;84;444;Rate;Number;Births;2015-2017
2;22;Induction;UNN;3;Multiparous;174.93;198;1135;Rate;Number;Births;2015-2017
3;22;Induction;Nordland;3;Multiparous;184.45;152;832;Rate;Number;Births;2015-2017
4;22;Induction;Helgeland;3;Multiparous;175.08;75;442;Rate;Number;Births;2015-2017
5;22;Induction;Nord-Trøndelag;3;Multiparous;211.47;178;861;Rate;Number;Births;2015-2017
6;22;Induction;St. Olavs;3;Multiparous;187.54;379;2033;Rate;Number;Births;2015-2017
7;22;Induction;Møre og Romsdal;3;Multiparous;211.97;349;1662;Rate;Number;Births;2015-2017
8;22;Induction;Førde;3;Multiparous;228.36;158;698;Rate;Number;Births;2015-2017
9;22;Induction;Bergen;3;Multiparous;191.66;603;3146;Rate;Number;Births;2015-2017
10;22;Induction;Fonna;3;Multiparous;239.13;290;1237;Rate;Number;Births;2015-2017
11;22;Induction;Stavanger;3;Multiparous;226.47;644;2864;Rate;Number;Births;2015-2017
12;22;Induction;Østfold;3;Multiparous;209.88;345;1656;Rate;Number;Births;2015-2017
13;22;Induction;Akershus;3;Multiparous;193.62;627;3205;Rate;Number;Births;2015-2017
14;22;Induction;OUS;3;Multiparous;187.18;392;2033;Rate;Number;Births;2015-2017
15;22;Induction;Lovisenberg;3;Multiparous;174.69;186;1035;Rate;Number;Births;2015-2017
16;22;Induction;Diakonhjemmet;3;Multiparous;176.71;150;810;Rate;Number;Births;2015-2017
17;22;Induction;Innlandet;3;Multiparous;197.12;399;2043;Rate;Number;Births;2015-2017
18;22;Induction;Vestre Viken;3;Multiparous;200.29;578;2845;Rate;Number;Births;2015-2017
19;22;Induction;Vestfold;3;Multiparous;180.86;232;1289;Rate;Number;Births;2015-2017
20;22;Induction;Telemark;3;Multiparous;211.69;190;910;Rate;Number;Births;2015-2017
21;22;Induction;Sørlandet;3;Multiparous;197.64;380;1942;Rate;Number;Births;2015-2017
8888;22;Induction;Norway;3;Multiparous;198.88;6587;33120;Rate;Number;Births;2015-2017
1;23;Epidural;Finnmark;3;Multiparous;162.79;60;371;Rate;Number;Births;2015-2017
2;23;Epidural;UNN;3;Multiparous;129.72;122;941;Rate;Number;Births;2015-2017
3;23;Epidural;Nordland;3;Multiparous;256.17;185;723;Rate;Number;Births;2015-2017
4;23;Epidural;Helgeland;3;Multiparous;187;71;381;Rate;Number;Births;2015-2017
5;23;Epidural;Nord-Trøndelag;3;Multiparous;254.74;172;678;Rate;Number;Births;2015-2017
6;23;Epidural;St. Olavs;3;Multiparous;252.78;434;1719;Rate;Number;Births;2015-2017
7;23;Epidural;Møre og Romsdal;3;Multiparous;232.49;327;1411;Rate;Number;Births;2015-2017
8;23;Epidural;Førde;3;Multiparous;313.27;189;605;Rate;Number;Births;2015-2017
9;23;Epidural;Bergen;3;Multiparous;341.06;964;2826;Rate;Number;Births;2015-2017
10;23;Epidural;Fonna;3;Multiparous;279.7;307;1101;Rate;Number;Births;2015-2017
11;23;Epidural;Stavanger;3;Multiparous;304.7;770;2532;Rate;Number;Births;2015-2017
12;23;Epidural;Østfold;3;Multiparous;176.92;240;1358;Rate;Number;Births;2015-2017
13;23;Epidural;Akershus;3;Multiparous;266.05;729;2734;Rate;Number;Births;2015-2017
14;23;Epidural;OUS;3;Multiparous;300.37;524;1733;Rate;Number;Births;2015-2017
15;23;Epidural;Lovisenberg;3;Multiparous;275.15;247;892;Rate;Number;Births;2015-2017
16;23;Epidural;Diakonhjemmet;3;Multiparous;368.13;255;685;Rate;Number;Births;2015-2017
17;23;Epidural;Innlandet;3;Multiparous;193.49;325;1683;Rate;Number;Births;2015-2017
18;23;Epidural;Vestre Viken;3;Multiparous;254.57;614;2407;Rate;Number;Births;2015-2017
19;23;Epidural;Vestfold;3;Multiparous;242.3;268;1106;Rate;Number;Births;2015-2017
20;23;Epidural;Telemark;3;Multiparous;224.45;172;769;Rate;Number;Births;2015-2017
21;23;Epidural;Sørlandet;3;Multiparous;159.75;265;1660;Rate;Number;Births;2015-2017
8888;23;Epidural;Norway;3;Multiparous;255.66;7239;28315;Rate;Number;Births;2015-2017
1;24;Episiotomy;Finnmark;3;Multiparous;51.32;19;371;Rate;Number;Births;2015-2017
2;24;Episiotomy;UNN;3;Multiparous;58.61;55;941;Rate;Number;Births;2015-2017
3;24;Episiotomy;Nordland;3;Multiparous;72.87;52;723;Rate;Number;Births;2015-2017
4;24;Episiotomy;Helgeland;3;Multiparous;62.87;23;381;Rate;Number;Births;2015-2017
5;24;Episiotomy;Nord-Trøndelag;3;Multiparous;85.57;56;678;Rate;Number;Births;2015-2017
6;24;Episiotomy;St. Olavs;3;Multiparous;46.29;79;1719;Rate;Number;Births;2015-2017
7;24;Episiotomy;Møre og Romsdal;3;Multiparous;122.58;171;1411;Rate;Number;Births;2015-2017
8;24;Episiotomy;Førde;3;Multiparous;55.92;34;605;Rate;Number;Births;2015-2017
9;24;Episiotomy;Bergen;3;Multiparous;95.18;269;2826;Rate;Number;Births;2015-2017
10;24;Episiotomy;Fonna;3;Multiparous;74.84;80;1101;Rate;Number;Births;2015-2017
11;24;Episiotomy;Stavanger;3;Multiparous;88.52;223;2532;Rate;Number;Births;2015-2017
12;24;Episiotomy;Østfold;3;Multiparous;78.44;105;1358;Rate;Number;Births;2015-2017
13;24;Episiotomy;Akershus;3;Multiparous;75.85;210;2734;Rate;Number;Births;2015-2017
14;24;Episiotomy;OUS;3;Multiparous;103.67;186;1733;Rate;Number;Births;2015-2017
15;24;Episiotomy;Lovisenberg;3;Multiparous;113.74;105;892;Rate;Number;Births;2015-2017
16;24;Episiotomy;Diakonhjemmet;3;Multiparous;113.73;83;685;Rate;Number;Births;2015-2017
